country_code,year,rd
EGY,2018,84.22065
SLV,2013,4.39267
SLV,2014,6.78287
SLV,2015,10.90142
SLV,2016,11.65016
SLV,2017,15.28307
SLV,2018,14.5249
EST,2013,473.13951
EST,2014,413.44236
EST,2015,428.29921
EST,2016,388.98499
EST,2017,432.23458
EST,2018,510.25161
ETH,2013,7.76225
ETH,2017,5.54659
GEO,2013,7.65542
GEO,2014,18.47704
GEO,2015,33.49284
GEO,2016,34.12116
GEO,2017,34.15187
GEO,2018,38.11074
GTM,2013,2.81317
GTM,2014,2.19938
GTM,2015,2.4049
GTM,2016,1.81388
GTM,2017,2.33884
GTM,2018,2.41505
HND,2015,0.72193
HND,2017,2.22146
HKG,2013,397.02682
HKG,2014,410.85247
HKG,2015,436.03486
HKG,2016,458.75587
HKG,2017,484.51024
HKG,2018,545.53875
IND,2013,35.72533
IND,2014,36.72018
IND,2015,37.87677
IND,2016,39.11764
IND,2017,41.1802
IND,2018,43.41235
IRN,2013,38.59212
IRN,2015,56.74908
IRN,2017,120.68633
ISR,2013,1457.34964
ISR,2014,1493.76521
ISR,2015,1587.55183
ISR,2016,1799.45227
ISR,2017,1983.5947
ISR,2018,2108.19967
JOR,2016,65.69318
KAZ,2013,42.00423
KAZ,2014,41.31441
KAZ,2015,39.30188
KAZ,2016,33.70277
KAZ,2017,31.42148
KAZ,2018,30.47605
KWT,2013,235.37194
KWT,2014,299.28558
KWT,2015,45.62664
KWT,2016,35.68288
KWT,2017,40.89021
KWT,2018,32.23121
KGZ,2013,6.0172
KGZ,2014,5.35953
KGZ,2015,5.01521
KGZ,2016,5.21024
KGZ,2017,5.41107
KGZ,2018,5.32651
LVA,2013,136.6324
LVA,2014,161.88088
LVA,2015,153.26357
LVA,2016,115.39719
LVA,2017,145.93735
LVA,2018,196.24911
LTU,2013,249.19455
LTU,2014,286.506
LTU,2015,298.1756
LTU,2016,258.56859
LTU,2017,301.36341
LTU,2018,337.50292
MKD,2013,55.54149
MKD,2014,69.04124
MKD,2015,61.42613
MKD,2016,65.30384
MKD,2017,55.03276
MKD,2018,60.32672
MDG,2014,0.20556
MDG,2016,0.20309
MDG,2017,0.20195
MYS,2014,310.73228
MYS,2015,317.32718
MYS,2016,361.52207
MYS,2018,293.39027
MLT,2013,239.97078
MLT,2014,239.99573
MLT,2015,275.03246
MLT,2016,229.43051
MLT,2017,259.44851
MLT,2018,275.09615
MUS,2017,78.46342
MUS,2018,78.74439
MDA,2013,20.05854
MDA,2014,22.06456
MDA,2015,22.84575
MDA,2016,23.18591
MDA,2017,22.96099
MDA,2018,24.34722
MNG,2013,24.52375
MNG,2014,24.69973
MNG,2015,16.65418
MNG,2016,19.6984
MNG,2017,15.25364
MNG,2018,12.45877
MOZ,2015,4.04323
PAK,2013,12.01757
PAK,2015,10.75997
PAK,2017,10.80024
PAN,2013,12.91493
PAN,2014,32.17557
PAN,2015,30.46731
PAN,2016,40.33398
PAN,2017,44.81163
PRY,2013,7.92394
PRY,2014,9.05051
PRY,2015,11.11209
PRY,2016,14.06009
PRY,2017,18.74422
PRY,2018,19.2378
PER,2013,9.23326
PER,2014,12.43667
PER,2015,13.54198
PER,2016,14.42547
PER,2017,15.11379
PER,2018,16.63601
PHL,2013,8.73573
PHL,2015,11.271
ROU,2013,76.21974
ROU,2014,78.3322
ROU,2015,104.96632
ROU,2016,115.52305
ROU,2017,136.36919
ROU,2018,146.04124
RUS,2013,266.34343
RUS,2014,278.99378
RUS,2015,267.74228
RUS,2016,268.51511
RUS,2017,291.18168
RUS,2018,284.80042
SAU,2013,455.7434
SYC,2016,56.33444
SGP,2013,1580.4391
SGP,2014,1742.11108
SGP,2015,1878.37788
SGP,2016,1840.70135
SGP,2017,1796.61529
SVN,2013,767.60981
SVN,2014,728.27913
SVN,2015,692.05982
SVN,2016,678.23302
SVN,2017,680.73765
SVN,2018,754.32873
ZAF,2013,90.25468
ZAF,2014,96.55676
ZAF,2015,100.22534
ZAF,2016,103.10282
ZAF,2017,105.69381
LKA,2013,10.89885
LKA,2014,11.23913
LKA,2015,12.60094
LKA,2016,15.84844
LKA,2017,16.29427
TJK,2013,3.58815
TJK,2014,3.83944
TJK,2015,3.25744
TJK,2016,3.30874
TJK,2017,3.56421
TJK,2018,3.21275
THA,2013,68.04581
THA,2014,74.28576
THA,2015,97.47982
THA,2016,129.32204
THA,2017,174.51792
TTO,2013,17.03357
TTO,2014,24.26979
TTO,2015,23.72108
TTO,2016,24.12298
TTO,2017,24.09965
TTO,2018,22.58889
TUN,2013,68.62532
TUN,2014,68.34072
TUN,2015,64.2498
TUN,2016,62.53263
TUN,2018,66.25238
UGA,2014,2.97903
UKR,2013,81.80866
UKR,2014,66.60104
UKR,2015,62.61144
UKR,2016,53.99293
UKR,2017,53.31698
UKR,2018,59.56968
URY,2013,61.43269
URY,2014,67.47339
URY,2015,73.68531
URY,2016,84.42503
URY,2017,103.19657
URY,2018,92.52291
VNM,2013,20.02072
VNM,2015,26.92075
VNM,2017,37.69074
MAC,2013,78.57158
MAC,2014,134.1441
MAC,2015,158.73325
MAC,2016,269.90026
MAC,2017,216.84529
MAC,2018,272.09426
SRB,2013,100.25719
SRB,2014,106.24242
SRB,2015,121.41233
SRB,2016,132.42937
SRB,2017,144.83365
SRB,2018,161.96494
MNE,2013,55.2035
MNE,2014,55.3964
MNE,2015,60.63323
MNE,2016,58.22896
MNE,2017,67.92828
MNE,2018,76.64598
AUS,2013,782.7128
AUS,2015,701.99032
AUS,2017,702.25424
AUT,2013,1100.35966
AUT,2014,1148.20817
AUT,2015,1138.46262
AUT,2016,1178.34583
AUT,2017,1171.56003
AUT,2018,1239.47343
AUT,2019,1264.52259
BEL,2013,804.75167
BEL,2014,826.25584
BEL,2015,858.63201
BEL,2016,899.88426
BEL,2017,961.91129
BEL,2018,1009.05294
CAN,2013,681.80482
CAN,2014,697.70969
CAN,2015,686.75573
CAN,2016,701.23598
CAN,2017,691.77455
CAN,2018,654.78189
CAN,2019,651.10804
CZE,2013,456.01965
CZE,2014,486.2188
CZE,2015,500.22786
CZE,2016,445.58388
CZE,2017,494.56671
CZE,2018,546.96394
DNK,2013,1010.16903
DNK,2014,1002.40965
DNK,2015,1070.85394
DNK,2016,1114.878
DNK,2017,1117.78415
DNK,2018,1134.12108
FIN,2013,1061.20483
FIN,2014,1013.12049
FIN,2015,926.11046
FIN,2016,899.6218
FIN,2017,928.2956
FIN,2018,949.17164
FRA,2013,724.57842
FRA,2014,740.74592
FRA,2015,743.05995
FRA,2016,733.96434
FRA,2017,742.38921
FRA,2018,750.3724
DEU,2013,1018.14039
DEU,2014,1052.58232
DEU,2015,1085.8205
DEU,2016,1108.67967
DEU,2017,1178.37572
DEU,2018,1214.77636
GRC,2013,170.19119
GRC,2014,176.73877
GRC,2015,203.76938
GRC,2016,211.18857
GRC,2017,245.00387
GRC,2018,261.11595
HUN,2013,245.91649
HUN,2014,249.99073
HUN,2015,259.81651
HUN,2016,235.2812
HUN,2017,275.36404
HUN,2018,333.92438
ISL,2013,652.76082
ISL,2014,759.42751
ISL,2015,892.83148
ISL,2016,916.3264
ISL,2017,941.36702
ISL,2018,941.3935
IRL,2013,594.22533
IRL,2014,625.91654
IRL,2015,604.9793
IRL,2016,614.213
IRL,2018,686.73631
ITA,2013,357.05623
ITA,2014,365.80795
ITA,2015,367.65471
ITA,2016,379.64781
ITA,2017,386.96036
ITA,2018,396.52235
JPN,2013,1086.0963
JPN,2014,1119.47441
JPN,2015,1095.2181
JPN,2016,1061.24662
JPN,2017,1103.71442
JPN,2018,1133.12795
KOR,2013,1288.51761
KOR,2014,1365.28732
KOR,2015,1363.53639
KOR,2016,1402.41125
KOR,2017,1553.95733
KOR,2018,1680.42097
LUX,2013,910.53615
LUX,2014,901.63447
LUX,2015,926.00544
LUX,2016,937.20247
LUX,2017,941.27587
LUX,2018,907.82952
MEX,2013,56.25362
MEX,2014,58.50235
MEX,2015,58.90852
MEX,2016,54.06339
MEX,2017,46.1935
MEX,2018,44.44758
NLD,2013,756.25619
NLD,2014,782.94995
NLD,2015,799.82822
NLD,2016,820.21615
NLD,2017,836.29859
NLD,2018,934.09247
NZL,2013,309.69816
NZL,2015,347.78922
NZL,2017,399.019
NOR,2013,789.93116
NOR,2014,825.83446
NOR,2015,939.6749
NOR,2016,993.63723
NOR,2017,1034.92156
NOR,2018,1026.9378
POL,2013,165.2178
POL,2014,184.6024
POL,2015,204.94032
POL,2016,203.21569
POL,2017,229.02822
POL,2018,282.35444
PRT,2013,290.58555
PRT,2014,286.70243
PRT,2015,282.64572
PRT,2016,298.2713
PRT,2017,319.16264
PRT,2018,335.64789
SVK,2013,181.38253
SVK,2014,198.94828
SVK,2015,275.75082
SVK,2016,191.3179
SVK,2017,220.67444
SVK,2018,216.6351
ESP,2013,325.84862
ESP,2014,322.83314
ESP,2015,330.62717
ESP,2016,332.03359
ESP,2017,347.25569
ESP,2018,364.70218
SWE,2013,1188.57878
SWE,2014,1151.94594
SWE,2015,1239.82295
SWE,2016,1267.40804
SWE,2017,1336.79724
SWE,2018,1333.61129
CHE,2015,1483.41587
CHE,2017,1505.61288
TUR,2013,128.8866
TUR,2014,140.18808
TUR,2015,149.78064
TUR,2016,162.92547
TUR,2017,175.07759
GBR,2013,530.69568
GBR,2014,548.59973
GBR,2015,559.98475
GBR,2016,570.52371
GBR,2017,584.53046
GBR,2018,596.60401
USA,2013,1234.99375
USA,2014,1260.66483
USA,2015,1287.20523
USA,2016,1319.77263
USA,2017,1367.61147
USA,2018,1406.64465
DZA,2017,69.1974
ARG,2013,105.52833
ARG,2014,97.77428
ARG,2015,104.22066
ARG,2016,90.57497
ARG,2017,91.91494
ARG,2018,78.6543
ARM,2013,17.46358
ARM,2014,19.56796
ARM,2015,20.81132
ARM,2016,19.36737
ARM,2017,20.29887
ARM,2018,17.64642
AZE,2013,29.24233
AZE,2014,29.69367
AZE,2015,31.41247
AZE,2016,27.93616
AZE,2017,24.76042
AZE,2018,24.79906
BLR,2013,99.21
BLR,2014,78.18513
BLR,2015,74.31429
BLR,2016,72.48137
BLR,2017,86.66654
BLR,2018,92.48304
BIH,2013,26.0976
BIH,2014,21.50095
BIH,2015,19.12386
BIH,2016,19.73404
BIH,2017,18.9034
BIH,2018,19.21275
BRA,2013,165.26225
BRA,2014,175.09707
BRA,2015,176.87484
BRA,2016,159.66689
BRA,2017,138.94733
BRA,2018,148.16539
BRN,2018,180.69674
BGR,2013,83.20114
BGR,2014,106.1907
BGR,2015,133.44673
BGR,2016,113.11462
BGR,2017,113.45595
BGR,2018,119.78963
BFA,2014,2.9949
BFA,2017,9.9366
CHL,2013,63.82959
CHL,2014,62.01208
CHL,2015,63.64961
CHL,2016,61.97618
CHL,2017,59.60546
CHN,2013,205.80341
CHN,2014,222.59139
CHN,2015,241.06596
CHN,2016,261.66073
CHN,2017,280.54489
CHN,2018,301.55443
COL,2013,30.07302
COL,2014,35.07197
COL,2015,33.83427
COL,2016,31.38944
COL,2017,28.51122
COL,2018,27.80858
CRI,2013,69.40254
CRI,2014,73.14365
CRI,2015,58.96977
CRI,2016,61.7087
CRI,2017,61.24353
CRI,2018,54.08587
HRV,2013,124.52891
HRV,2014,120.62316
HRV,2015,133.26813
HRV,2016,142.51524
HRV,2017,147.81124
HRV,2018,172.10945
CYP,2013,119.97976
CYP,2014,126.18189
CYP,2015,121.16507
CYP,2016,140.47831
CYP,2017,152.31492
CYP,2018,155.7734
ECU,2013,35.90019
ECU,2014,42.75115
EGY,2013,55.07582
EGY,2014,55.20241
EGY,2015,63.62701
EGY,2016,64.06968
EGY,2017,62.68582
EGY,2018,68.92252
SLV,2013,3.83355
SLV,2014,5.69803
SLV,2015,8.885
SLV,2016,9.15803
SLV,2017,11.622
SLV,2018,10.79082
EST,2013,323.30325
EST,2014,276.76535
EST,2015,289.21388
EST,2016,253.67152
EST,2017,274.92554
EST,2018,315.17649
GEO,2013,5.98464
GEO,2014,13.8222
GEO,2015,24.6768
GEO,2016,24.30805
GEO,2017,24.13238
GEO,2018,26.30898
GTM,2013,2.43736
GTM,2014,1.8775
GTM,2015,1.98933
GTM,2016,1.51025
GTM,2017,1.95113
GTM,2018,1.96827
HND,2015,0.55841
HND,2017,1.56869
HKG,2013,355.74468
HKG,2014,368.18111
HKG,2015,385.24369
HKG,2016,405.7108
HKG,2017,422.03456
HKG,2018,464.23907
IND,2013,30.97432
IND,2014,32.66551
IND,2015,34.4636
IND,2016,35.66596
IND,2017,37.54156
IND,2018,38.66413
IRN,2013,36.54617
IRN,2015,60.75535
IRN,2017,138.26594
ISR,2013,1246.46525
ISR,2014,1297.86776
ISR,2015,1335.49043
ISR,2016,1445.29241
ISR,2017,1571.25419
ISR,2018,1640.17082
KAZ,2013,34.26412
KAZ,2014,34.29323
KAZ,2015,34.63989
KAZ,2016,28.86842
KAZ,2017,26.47854
KAZ,2018,25.08979
KWT,2013,203.50478
KWT,2014,276.74402
KWT,2015,60.5995
KWT,2016,49.97737
KWT,2017,46.778
KWT,2018,36.02218
KGZ,2013,4.67188
KGZ,2014,4.00598
KGZ,2015,3.87519
KGZ,2016,3.70572
KGZ,2017,3.66742
KGZ,2018,3.52689
LVA,2013,102.29789
LVA,2014,118.67007
LVA,2015,112.32225
LVA,2016,81.68486
LVA,2017,100.25549
LVA,2018,131.72744
LSO,2015,1.20312
LTU,2013,183.93632
LTU,2014,209.20994
LTU,2015,219.06345
LTU,2016,183.90594
LTU,2017,207.19014
LTU,2018,229.17487
MKD,2013,43.09603
MKD,2014,52.50408
MKD,2015,46.85534
MKD,2016,47.26061
MKD,2017,38.82007
MKD,2018,41.07679
MDG,2014,0.18295
MDG,2016,0.17789
MDG,2017,0.1815
MYS,2014,274.21192
MYS,2015,288.08476
MYS,2016,328.33697
MYS,2018,260.31209
MLI,2015,5.25484
MLI,2017,5.11861
MLT,2013,196.74927
MLT,2014,195.32545
MLT,2015,224.18793
MLT,2016,180.36393
MLT,2017,196.7759
MLT,2018,206.29074
MUS,2017,66.69855
MUS,2018,65.39429
MDA,2013,15.98616
MDA,2014,17.54314
MDA,2015,17.4026
MDA,2016,16.27014
MDA,2017,15.62335
MDA,2018,16.18467
MNG,2013,22.25395
MNG,2014,22.61571
MNG,2015,15.71932
MNG,2016,18.49549
MNG,2017,14.06327
MNG,2018,11.22171
PAK,2013,10.95085
PAK,2015,9.67362
PAK,2017,9.92468
PAN,2013,10.61317
PAN,2014,24.82175
PAN,2015,22.09386
PAN,2016,27.45513
PAN,2017,28.93374
PER,2013,8.4257
PER,2014,11.28305
PER,2015,12.45987
PER,2016,13.09525
PER,2017,13.28837
PER,2018,14.28955
ROU,2013,48.87493
ROU,2014,50.04948
ROU,2015,66.7295
ROU,2016,69.29132
ROU,2017,78.31927
ROU,2018,82.01258
RUS,2013,158.6616
RUS,2014,166.45349
RUS,2015,167.1271
RUS,2016,167.34824
RUS,2017,171.22958
RUS,2018,155.27422
SYC,2016,48.71376
SGP,2013,1427.95611
SGP,2014,1587.72006
SGP,2015,1691.16543
SGP,2016,1643.37873
SGP,2017,1574.26406
SVN,2013,632.54065
SVN,2014,598.24711
SVN,2015,566.55054
SVN,2016,534.4467
SVN,2017,519.31631
SVN,2018,564.65743
ZAF,2013,79.7703
ZAF,2014,85.07156
ZAF,2015,87.78033
ZAF,2016,89.0577
ZAF,2017,90.49565
LKA,2013,7.87591
LKA,2014,8.14183
LKA,2015,9.25065
LKA,2016,11.36738
LKA,2017,11.62698
TJK,2013,2.90628
TJK,2014,2.97064
TJK,2015,2.8797
TJK,2016,2.94653
TJK,2017,3.34073
TJK,2018,2.94189
THA,2013,58.04372
THA,2014,63.41657
THA,2015,83.63203
THA,2016,108.84938
THA,2017,145.32503
TTO,2013,15.93568
TTO,2014,22.62765
TTO,2015,24.16868
TTO,2016,23.9913
TTO,2017,23.14743
TTO,2018,21.1962
TUN,2013,63.12841
TUN,2014,62.77454
TUN,2015,60.47194
TUN,2016,58.02929
TUN,2018,59.11827
UGA,2014,1.83479
UKR,2013,61.15853
UKR,2014,48.98215
UKR,2015,44.07572
UKR,2016,35.57192
UKR,2017,33.94975
UKR,2018,37.05675
URY,2013,55.46803
URY,2014,59.68555
URY,2015,64.80053
URY,2016,73.58659
URY,2017,89.11888
URY,2018,78.05932
MAC,2013,63.56669
MAC,2014,104.56033
MAC,2015,125.1275
MAC,2016,210.05805
MAC,2017,166.41112
MAC,2018,203.99652
SRB,2013,78.92458
SRB,2014,82.5221
SRB,2015,94.75943
SRB,2016,101.82833
SRB,2017,108.7268
SRB,2018,120.14708
MNE,2013,38.18529
MNE,2014,37.69453
MNE,2015,40.11191
MNE,2016,35.81635
MNE,2017,40.31091
MNE,2018,44.18226
AUT,2013,297.03743
AUT,2014,301.76457
AUT,2015,301.79873
AUT,2016,313.60195
AUT,2017,308.39021
AUT,2018,313.14439
BEL,2013,245.03566
BEL,2014,234.86545
BEL,2015,237.90225
BEL,2016,255.97399
BEL,2017,284.30773
BEL,2018,286.30217
CAN,2013,162.42239
CAN,2014,171.58411
CAN,2015,165.72685
CAN,2016,182.50573
CAN,2017,186.66757
CZE,2013,177.68038
CZE,2014,185.89072
CZE,2015,180.00561
CZE,2016,170.58312
CZE,2017,186.37755
CZE,2018,201.14855
DNK,2013,195.48452
DNK,2014,190.24094
DNK,2015,198.89679
DNK,2016,205.44515
DNK,2017,213.14266
DNK,2018,216.70425
FIN,2013,188.35585
FIN,2014,187.51434
FIN,2015,178.316
FIN,2016,187.32999
FIN,2017,192.97579
FIN,2018,198.05124
FRA,2013,219.81476
FRA,2014,222.92805
FRA,2015,222.04117
FRA,2016,222.93404
FRA,2017,223.3103
FRA,2018,223.33391
DEU,2013,290.31338
DEU,2014,311.3256
DEU,2015,294.15852
DEU,2016,306.45196
DEU,2017,320.36322
DEU,2018,326.45985
GRC,2013,79.43417
GRC,2014,81.53487
GRC,2015,80.62007
GRC,2016,101.35227
GRC,2017,101.10082
GRC,2018,104.66589
HUN,2013,134.25016
HUN,2014,130.02535
HUN,2015,139.61675
HUN,2016,125.37383
HUN,2017,135.42892
HUN,2018,150.60498
ISL,2013,131.66941
ISL,2015,182.64801
ISL,2017,195.87864
IRL,2013,146.27558
IRL,2014,147.60983
IRL,2015,156.60272
IRL,2016,164.41395
IRL,2018,186.54437
ITA,2013,244.99491
ITA,2014,249.17562
ITA,2015,238.35481
ITA,2016,247.35798
ITA,2017,246.88763
ITA,2018,257.4597
JPN,2013,249.29373
JPN,2014,248.27275
JPN,2015,254.57408
JPN,2016,240.84011
JPN,2017,245.72767
JPN,2018,252.59543
KOR,2013,212.01113
KOR,2014,211.59928
KOR,2015,215.83104
KOR,2016,223.63859
KOR,2017,235.93328
KOR,2018,241.08325
LUX,2013,270.26367
LUX,2014,270.95178
LUX,2015,296.07642
LUX,2016,299.68479
LUX,2017,290.68903
LUX,2018,288.0107
MEX,2013,293.26486
MEX,2014,302.04316
MEX,2015,279.38839
MEX,2016,237.69496
NLD,2013,208.28321
NLD,2014,215.19867
NLD,2015,213.67407
NLD,2016,219.18825
NLD,2017,226.03489
NLD,2018,224.4831
NZL,2013,103.73595
NZL,2015,85.01709
NZL,2017,103.04636
NOR,2013,198.51515
NOR,2014,198.56988
NOR,2015,197.94509
NOR,2016,197.64396
NOR,2017,207.30677
NOR,2018,215.73546
POL,2013,114.5315
POL,2014,116.37152
POL,2015,123.91652
POL,2016,117.43452
POL,2017,103.37062
POL,2018,124.13744
PRT,2013,102.34067
PRT,2014,101.0664
PRT,2015,98.80139
PRT,2016,101.07727
PRT,2017,100.05169
PRT,2018,102.25773
SVK,2013,84.45703
SVK,2014,93.57577
SVK,2015,130.98713
SVK,2016,103.84757
SVK,2017,113.1682
SVK,2018,91.01679
ESP,2013,156.48205
ESP,2014,158.35189
ESP,2015,161.88385
ESP,2016,162.92245
ESP,2017,167.54582
ESP,2018,168.0908
CHE,2015,408.21052
CHE,2017,414.67672
TUR,2013,155.31674
TUR,2014,177.71064
TUR,2015,186.41112
TUR,2016,198.21814
TUR,2017,194.32857
GBR,2013,155.14501
GBR,2014,158.40082
GBR,2015,160.56572
GBR,2016,166.50342
GBR,2017,176.16053
GBR,2018,171.92585
USA,2013,351.38887
USA,2014,355.53902
USA,2015,361.52577
USA,2016,376.49845
USA,2017,382.72314
ARG,2013,103.92739
ARG,2014,96.94079
ARG,2015,101.86059
ARG,2016,90.15441
ARG,2017,108.716
ARG,2018,95.15096
BIH,2013,151.36226
BIH,2014,100.59547
BIH,2015,71.90533
BIH,2016,66.78954
BIH,2017,56.94788
BIH,2018,61.74029
BGR,2013,62.4987
BGR,2014,76.16404
BGR,2015,88.04446
BGR,2016,68.40167
BGR,2017,74.41851
BGR,2018,72.62161
CHN,2013,217.88873
CHN,2014,227.16707
CHN,2015,226.11159
CHN,2016,232.25453
CHN,2017,241.78659
CHN,2018,249.26857
COL,2013,601.55805
COL,2014,697.68076
COL,2015,552.6751
COL,2016,416.75103
COL,2017,394.95159
CRI,2013,229.25443
CRI,2014,157.22713
CRI,2015,150.67832
CRI,2016,156.46134
CRI,2017,221.40716
CRI,2018,220.52878
HRV,2013,115.15777
HRV,2014,119.70215
HRV,2015,127.6393
HRV,2016,114.35596
HRV,2017,121.08654
HRV,2018,139.51126
CYP,2013,143.15143
CYP,2014,146.01365
CYP,2015,150.28452
CYP,2016,175.7076
CYP,2017,172.66008
CYP,2018,172.18985
EST,2013,141.61569
EST,2014,125.88588
EST,2015,134.54804
EST,2016,118.0504
EST,2017,122.01241
EST,2018,135.87401
ETH,2013,173.53088
ETH,2017,61.26867
HKG,2013,117.53748
HKG,2014,114.40546
HKG,2015,122.3055
HKG,2016,122.62057
HKG,2017,128.09798
HKG,2018,135.48376
IND,2015,175.35476
IND,2018,171.79136
IRN,2013,56.80416
IRN,2015,68.76349
IRN,2017,81.82604
KWT,2014,482.58865
KWT,2015,115.28665
KWT,2016,74.62616
KWT,2017,81.52514
KWT,2018,62.7237
LVA,2013,77.0779
LVA,2014,87.29902
LVA,2015,84.74139
LVA,2016,72.27943
LVA,2017,81.77425
LVA,2018,109.50763
LTU,2013,87.62533
LTU,2014,93.81286
LTU,2015,107.04237
LTU,2016,87.64208
LTU,2017,98.10132
LTU,2018,105.777
MDG,2016,8.22088
MDG,2017,6.59513
MYS,2014,151.26921
MYS,2015,137.49283
MYS,2016,150.85168
MYS,2018,134.29178
MLT,2013,127.19377
MLT,2014,131.02214
MLT,2015,145.41805
MLT,2016,111.66736
MLT,2017,121.78035
MLT,2018,141.32799
MDA,2013,27.20585
MDA,2014,29.54539
MDA,2015,30.13075
MDA,2016,31.9479
MDA,2017,31.71924
MDA,2018,34.97773
PAK,2013,75.9982
PAK,2015,38.58639
PAK,2017,32.18375
PAN,2013,330.22917
PRY,2014,59.46148
PRY,2015,60.8232
PRY,2016,116.09759
PRY,2017,138.70446
PRY,2018,137.6743
ROU,2013,82.6074
ROU,2014,86.66732
ROU,2015,119.79336
ROU,2016,126.72766
ROU,2017,152.99668
ROU,2018,165.49684
RUS,2013,87.24874
RUS,2014,90.72548
RUS,2015,86.4211
RUS,2016,90.95382
RUS,2017,103.20005
RUS,2018,102.28679
SEN,2015,30.39062
SGP,2013,239.34762
SGP,2014,262.67297
SGP,2015,268.08577
SGP,2016,265.42539
SGP,2017,264.10959
SVN,2013,181.88394
SVN,2014,175.61329
SVN,2015,181.44223
SVN,2016,173.27229
SVN,2017,151.97071
SVN,2018,155.38536
LKA,2013,98.94699
LKA,2014,113.58523
LKA,2015,118.89026
LKA,2016,148.33162
LKA,2017,153.1432
THA,2013,86.03672
THA,2014,77.07154
THA,2015,112.73526
THA,2016,107.01401
THA,2017,129.23967
TUN,2013,38.10066
TUN,2014,37.67151
TUN,2015,35.71369
TUN,2016,31.54663
TUN,2018,37.39675
UKR,2013,70.40034
UKR,2014,65.04474
UKR,2015,62.23819
UKR,2016,52.05438
UKR,2017,53.63463
UKR,2018,60.28852
URY,2013,96.75771
URY,2014,104.95834
URY,2015,111.39342
URY,2016,124.33643
URY,2017,149.38903
URY,2018,132.86339
MAC,2013,86.03268
MAC,2014,130.05178
MAC,2015,124.31234
MAC,2016,101.91476
MAC,2017,67.18877
MAC,2018,76.79323
SRB,2013,58.05371
SRB,2014,58.0245
SRB,2015,58.61884
SRB,2016,62.09258
SRB,2017,69.65836
SRB,2018,77.59845
AUT,2013,168.06512
AUT,2015,168.44059
AUT,2017,175.19858
BEL,2013,170.23327
BEL,2015,171.63665
BEL,2017,194.70182
CZE,2013,118.34317
CZE,2014,122.94068
CZE,2015,121.09971
CZE,2016,113.37533
CZE,2017,122.13599
CZE,2018,133.7333
DNK,2013,134.66024
DNK,2014,134.12253
DNK,2015,140.81125
DNK,2016,151.47617
DNK,2017,156.26999
FIN,2013,130.16279
FIN,2014,129.3013
FIN,2015,120.04141
FIN,2016,125.14293
FIN,2017,132.05042
FRA,2013,159.54979
FRA,2014,159.83653
FRA,2015,160.60121
FRA,2016,160.47896
FRA,2017,158.67904
HUN,2013,88.91769
HUN,2014,86.97
HUN,2015,92.00213
HUN,2016,83.13366
HUN,2017,90.09578
ISL,2013,72.50724
ISL,2015,95.41862
ISL,2016,96.17483
ISL,2017,106.14624
IRL,2013,108.08363
IRL,2015,115.95585
ITA,2013,173.61243
ITA,2014,175.21046
ITA,2015,172.10708
ITA,2016,177.89349
ITA,2017,177.2223
JPN,2013,184.50768
JPN,2014,182.97125
JPN,2015,185.73496
JPN,2016,174.6656
JPN,2017,178.55387
JPN,2018,183.07282
KOR,2013,166.28946
KOR,2014,167.10553
KOR,2015,169.73051
KOR,2016,175.35626
KOR,2017,187.21386
KOR,2018,191.47612
LUX,2013,249.3927
LUX,2015,239.86536
LUX,2017,241.09124
MEX,2013,207.82193
MEX,2014,211.78126
MEX,2015,196.22047
MEX,2016,170.03578
NLD,2013,144.46982
NLD,2014,146.73623
NLD,2015,149.74741
NLD,2016,155.1623
NLD,2017,163.24317
NOR,2013,117.59307
NOR,2014,116.05372
NOR,2015,116.20042
NOR,2016,115.51825
NOR,2017,120.34628
POL,2013,74.68073
POL,2014,79.30097
POL,2015,86.37367
POL,2016,78.11278
POL,2017,63.0357
PRT,2013,49.42967
PRT,2014,48.97673
PRT,2015,47.16755
PRT,2016,48.7233
PRT,2017,50.1464
SVK,2013,50.89123
SVK,2014,55.00449
SVK,2015,77.34609
SVK,2016,60.50008
SVK,2017,71.10267
SVK,2018,51.7107
ESP,2013,92.36366
ESP,2014,92.12699
ESP,2015,92.52136
ESP,2016,94.34531
ESP,2017,98.76022
CHE,2015,252.06715
CHE,2017,260.01267
TUR,2013,83.2936
TUR,2014,87.76412
TUR,2015,92.97963
TUR,2016,103.52629
TUR,2017,103.16511
GBR,2013,88.99301
GBR,2014,89.56007
GBR,2015,91.91658
GBR,2016,94.14556
DZA,2017,26.92609
ARG,2013,64.47104
ARG,2014,59.77176
ARG,2015,65.52772
ARG,2016,57.07946
ARG,2017,68.60083
ARG,2018,58.17439
ARM,2013,16.36086
ARM,2014,17.03606
ARM,2015,18.91126
ARM,2016,19.89254
ARM,2017,22.65901
ARM,2018,21.42895
AZE,2013,21.50338
AZE,2014,21.35797
AZE,2015,19.8594
AZE,2016,18.6129
AZE,2017,17.44418
AZE,2018,18.47427
BLR,2013,63.71226
BLR,2014,52.25831
BLR,2015,50.49319
BLR,2016,49.95389
BLR,2017,59.34742
BLR,2018,62.23722
BRA,2013,126.92928
BRA,2014,127.89045
BRA,2015,117.86761
BRA,2016,98.16683
BRA,2017,83.10099
BRA,2018,86.08877
BGR,2013,47.66521
BGR,2014,56.50135
BGR,2015,64.81544
BGR,2016,51.91856
BGR,2017,53.56316
BFA,2014,37.73938
BFA,2017,117.45002
