country_code,year,rd
JPN,2014,143481511.96764
JPN,2015,140171633.65107
JPN,2016,135588333.49124
JPN,2017,140726596.3512
JPN,2018,144136359.52616
KOR,2013,64871342.83658
KOR,2014,69094333.4817
KOR,2015,69299136.82468
KOR,2016,71499773.58584
KOR,2017,79401648.66065
KOR,2018,85990007.94391
LUX,2013,494020.49317
LUX,2014,499970.74104
LUX,2015,524805.24799
LUX,2016,542887.65208
LUX,2017,557150.59867
LUX,2018,548551.44614
MEX,2013,6684458.05353
MEX,2014,7041058.00991
MEX,2015,7178489.50657
MEX,2016,6667820.94926
MEX,2017,5763901.07078
MEX,2018,5608875.36166
NLD,2013,12738002.66576
NLD,2014,13225999.99416
NLD,2015,13547889.54749
NLD,2016,13928332.45991
NLD,2017,14234928.49723
NLD,2018,15935206.47837
NZL,2013,1399375.76071
NZL,2015,1604884.46389
NZL,2017,1876200.88431
NOR,2013,4012419.78055
NOR,2014,4246659.65463
NOR,2015,4886155.38543
NOR,2016,5217538.39674
NOR,2017,5481281.95742
NOR,2018,5481754.93924
POL,2013,6304387.56299
POL,2014,7031706.52541
POL,2015,7794716.32297
POL,2016,7720005.68632
POL,2017,8692349.11394
POL,2018,10707329.943
PRT,2013,3043308.53121
PRT,2014,2986928.38535
PRT,2015,2930570.00569
PRT,2016,3079811.63628
PRT,2017,3283713.42336
PRT,2018,3442469.56091
SVK,2013,983406.18292
SVK,2014,1080050.99795
SVK,2015,1498874.18765
SVK,2016,1041152.56282
SVK,2017,1202212.26571
SVK,2018,1181314.21225
ESP,2013,15292256.46551
ESP,2014,15101464.19863
ESP,2015,15431006.86362
ESP,2016,15484100.94769
ESP,2017,16198584.66091
ESP,2018,17028987.16293
SWE,2013,11431769.74692
SWE,2014,11164810.92359
SWE,2015,12106809.1165
SWE,2016,12466234.32583
SWE,2017,13240837.64083
SWE,2018,13298289.03843
CHE,2015,12307567.73972
CHE,2017,12731167.43751
TUR,2013,9785774.43974
TUR,2014,10826621.40289
TUR,2015,11762185.50482
TUR,2016,13005993.08055
TUR,2017,14201672.28023
GBR,2013,34486737.70953
GBR,2014,35891065.73917
GBR,2015,36880677.25329
GBR,2016,37824548.81465
GBR,2017,39004233.63344
GBR,2018,40056997.74438
USA,2013,390752685.80672
USA,2014,401740360.2172
USA,2015,413036237.68568
USA,2016,426307669.56906
USA,2017,444589642.0651
USA,2018,460108210.75657
DZA,2017,2864024.27762
ARG,2013,4452876.71181
ARG,2014,4168851.74414
ARG,2015,4489348.29334
ARG,2016,3940777.31131
ARG,2017,4038479.71728
ARG,2018,3489195.36952
ARM,2013,50602.25635
ARM,2014,56989.91371
ARM,2015,60884.61652
ARM,2016,56865.37265
ARM,2017,59775.93358
ARM,2018,52087.72267
AZE,2013,274452.9391
AZE,2014,282256.8377
AZE,2015,302274.20037
AZE,2016,271987.68099
AZE,2017,243774.27634
AZE,2018,246739.19755
BLR,2013,934905.99238
BLR,2014,737421.39624
BLR,2015,701484.01022
BLR,2016,684633.17615
BLR,2017,819018.84261
BLR,2018,874206.78947
BIH,2013,92453.5021
BIH,2014,74868.57168
BIH,2015,65582.61839
BIH,2016,66824.70748
BIH,2017,63355.20742
BIH,2018,63861.72655
BWA,2013,159927.59321
BRA,2013,33223647.97248
BRA,2014,35503335.99227
BRA,2015,36165912.09594
BRA,2016,32917413.93292
BRA,2017,28877955.18989
BRA,2018,31036103.59058
BGR,2013,606543.60816
BGR,2014,769420.21182
BGR,2015,960781.86708
BGR,2016,808990.4361
BGR,2017,805814.50423
BGR,2018,844709.497
BFA,2014,52668.33995
BFA,2017,190715.57905
CHL,2013,1121582.13709
CHL,2014,1101270.03136
CHL,2015,1143742.35966
CHL,2016,1128528.4744
CHL,2017,1100939.10133
CHN,2013,286454330.93006
CHN,2014,311506397.07626
CHN,2015,339143137.66041
CHN,2016,370001189.02797
CHN,2017,398660397.50494
CHN,2018,430513512.0089
COL,2013,1398259.80237
COL,2014,1647249.54677
COL,2015,1607826.90378
COL,2016,1512188.09033
COL,2017,1394479.09088
COL,2018,1381003.4332
CRI,2013,329114.27205
CRI,2014,350752.77033
CRI,2015,285873.88181
CRI,2016,302332.23442
CRI,2017,303152.66955
CRI,2018,270399.13449
HRV,2013,532560.09088
HRV,2014,513313.31491
HRV,2015,564107.22313
HRV,2016,599789.90474
HRV,2017,618273.28395
HRV,2018,715356.5987
CYP,2013,102942.63048
CYP,2014,106877.06887
CYP,2015,102786.63256
CYP,2016,120081.14461
CYP,2017,131636.03609
CYP,2018,136441.76599
COD,2015,219835.79969
ECU,2013,563901.31628
ECU,2014,681959.52349
EGY,2013,4868958.12844
EGY,2014,4991658.89678
EGY,2015,5881842.78555
EGY,2016,6051193.60547
EGY,2017,6045583.19241
EGY,2018,6783602.39441
EST,2013,426457.02977
EST,2014,364299.85838
EST,2015,380410.24839
EST,2016,333961.09864
EST,2017,362734.00684
EST,2018,416953.28654
ETH,2013,662170.92949
ETH,2017,438437.02598
GEO,2013,24230.00518
GEO,2014,55776.89072
GEO,2015,99303.97476
GEO,2016,97607.76855
GEO,2017,96739.85161
GEO,2018,105313.33527
GTM,2013,38012.58734
GTM,2014,29895.80234
GTM,2015,32331.36536
GTM,2016,25044.55106
GTM,2017,33003.32948
GTM,2018,33948.34272
HND,2015,5088.7777
HND,2017,14791.24216
HKG,2013,2521795.08209
HKG,2014,2626850.70776
HKG,2015,2768359.61816
HKG,2016,2938783.25226
HKG,2017,3083520.35906
HKG,2018,3422245.08741
IND,2013,39673216.31822
IND,2014,42321459.45452
IND,2015,45152571.80684
IND,2016,47240178.60518
IND,2017,50256014.54213
IND,2018,52298735.02212
ISR,2013,9641210.54
ISR,2014,10193729.8128
ISR,2015,10655197.00264
ISR,2016,11719854.44579
ISR,2017,12953180.70281
ISR,2018,13747117.93712
KAZ,2013,583384.85552
KAZ,2014,593362.51809
KAZ,2015,608692.66133
KAZ,2016,514749.93449
KAZ,2017,478732.46424
KAZ,2018,459635.40295
KWT,2013,717634.35865
KWT,2014,1021445.83611
KWT,2015,232434.91042
KWT,2016,197754.21768
KWT,2017,189736.2145
KWT,2018,149034.99468
KGZ,2013,26775.98839
KGZ,2014,23413.10549
KGZ,2015,23092.72646
KGZ,2016,22509.7648
KGZ,2017,22700.34918
KGZ,2018,22233.59859
LVA,2013,209194.78495
LVA,2014,239858.19509
LVA,2015,224383.23587
LVA,2016,161267.63566
LVA,2017,195608.18343
LVA,2018,254030.96027
LTU,2013,553452.2589
LTU,2014,621666.69852
LTU,2015,642267.7503
LTU,2016,531406.68602
LTU,2017,589541.72167
LTU,2018,641979.3232
MKD,2013,89470.24135
MKD,2014,109091.65927
MKD,2015,97427.61395
MKD,2016,98337.18982
MKD,2017,80823.23654
MKD,2018,85561.17789
MDG,2014,4315.82206
MDG,2016,4428.5242
MDG,2017,4641.1073
MYS,2014,8189778.46704
MYS,2015,8720602.79524
MYS,2016,10074906.34066
MYS,2018,8207128.31045
MLI,2015,91637.99677
MLI,2017,94757.93575
MLT,2013,83844.89651
MLT,2014,84028.42383
MLT,2015,97198.6926
MLT,2016,78656.16904
MLT,2017,86174.65923
MLT,2018,90612.79316
MUS,2017,84340.25083
MUS,2018,82866.65899
MDA,2013,56872.90196
MDA,2014,62368.64696
MDA,2015,61832.41247
MDA,2016,57772.85736
MDA,2017,55424.43277
MDA,2018,57337.56367
MNG,2013,64131.2333
MNG,2014,66492.62997
MNG,2015,47133.42911
MNG,2016,56528.9444
MNG,2017,43790.0015
MNG,2018,35575.24192
MOZ,2015,90781.37064
NIC,2013,25765.52298
NIC,2014,23458.89567
NIC,2015,29552.51019
PAK,2013,2094467.77321
PAK,2015,1929181.0126
PAK,2017,2063403.05919
PAN,2013,40706.10691
PAN,2014,96837.43907
PAN,2015,87679.17833
PAN,2016,110838.50608
PAN,2017,118824.20341
PER,2013,250866.81795
PER,2014,339510.87662
PER,2015,379661.48874
PER,2016,404984.14825
PER,2017,417843.3256
PER,2018,457112.10379
ROU,2013,983988.10808
ROU,2014,1002787.89573
ROU,2015,1329597.0569
ROU,2016,1371710.71667
ROU,2017,1539284.41996
ROU,2018,1599746.78386
RUS,2013,22898906.37228
RUS,2014,24079967.0202
RUS,2015,24230932.14536
RUS,2016,24311579.80763
RUS,2017,24919054.93511
RUS,2018,22628739.19347
SAU,2013,12475930.17528
SEN,2015,220401.72074
SYC,2016,4662.39439
SGP,2013,7787697.06694
SGP,2014,8773147.25077
SGP,2015,9457254.13602
SGP,2016,9291061.85968
SGP,2017,8985963.78601
SVN,2013,1305000.94308
SVN,2014,1236868.71305
SVN,2015,1173438.9194
SVN,2016,1108554.68179
SVN,2017,1078305.27414
SVN,2018,1173266.09657
ZAF,2013,4282637.74227
ZAF,2014,4640158.84594
ZAF,2015,4861833.49695
ZAF,2016,5005723.92811
ZAF,2017,5159134.64861
LKA,2013,162740.26791
LKA,2014,169256.51053
LKA,2015,193412.86914
LKA,2016,238955.54088
LKA,2017,245655.25053
TJK,2013,23423.92211
TJK,2014,24516.2033
TJK,2015,24345.10025
TJK,2016,25527.47317
TJK,2017,29666.61175
TJK,2018,26773.65897
THA,2013,3955361.46252
THA,2014,4340150.32354
THA,2015,5746733.77935
THA,2016,7507484.05854
THA,2017,10057917.54741
TTO,2013,21572.17782
TTO,2014,30826.66448
TTO,2015,33119.02359
TTO,2016,33049.45701
TTO,2017,32037.41516
TTO,2018,29459.38979
TUN,2013,691442.37946
TUN,2014,694487.3959
TUN,2015,676073.22306
TUN,2016,655959.91861
TUN,2018,683714.69566
UGA,2014,67725.04884
URY,2013,188005.72842
URY,2014,202956.88747
URY,2015,221100.00074
URY,2016,251969.9645
URY,2017,306269.58744
URY,2018,269248.82988
MAC,2013,36701.62699
MAC,2014,61712.34399
MAC,2015,75337.3921
MAC,2016,128731.1326
MAC,2017,103605.06687
MAC,2018,128851.54284
SRB,2013,564054.95948
SRB,2014,587094.63497
SRB,2015,670552.95632
SRB,2016,716899.1217
SRB,2017,761244.61795
SRB,2018,836675.90045
MNE,2013,23917.16426
MNE,2014,23621.09106
MNE,2015,25148.40445
MNE,2016,22466.30835
MNE,2017,25297.63443
MNE,2018,27738.02356
AUS,2013,2.1787
AUS,2015,1.91918
AUS,2017,1.87466
AUT,2013,2.95492
AUT,2014,3.08429
AUT,2015,3.04969
AUT,2016,3.11659
AUT,2017,3.04885
AUT,2018,3.17491
AUT,2019,3.2105
BEL,2013,2.33073
BEL,2014,2.37002
BEL,2015,2.42817
BEL,2016,2.52252
BEL,2017,2.66124
BEL,2018,2.76578
CAN,2013,1.7054
CAN,2014,1.71417
CAN,2015,1.69324
CAN,2016,1.72873
CAN,2017,1.66886
CAN,2018,1.56287
CAN,2019,1.54266
CZE,2013,1.89973
CZE,2014,1.97285
CZE,2015,1.92923
CZE,2016,1.68015
CZE,2017,1.79079
CZE,2018,1.93017
DNK,2013,2.97048
DNK,2014,2.91409
DNK,2015,3.05497
DNK,2016,3.09283
DNK,2017,3.05015
DNK,2018,3.03292
FIN,2013,3.27137
FIN,2014,3.14751
FIN,2015,2.87196
FIN,2016,2.72442
FIN,2017,2.73349
FIN,2018,2.75572
FRA,2013,2.23703
FRA,2014,2.27592
FRA,2015,2.26703
FRA,2016,2.22238
FRA,2017,2.20348
FRA,2018,2.19294
DEU,2013,2.83599
DEU,2014,2.87784
DEU,2015,2.93003
DEU,2016,2.94099
DEU,2017,3.06792
DEU,2018,3.13267
GRC,2013,0.81131
GRC,2014,0.8333
GRC,2015,0.96121
GRC,2016,0.99394
GRC,2017,1.13109
GRC,2018,1.17732
HUN,2013,1.38691
HUN,2014,1.34914
HUN,2015,1.34652
HUN,2016,1.19007
HUN,2017,1.33193
HUN,2018,1.53337
ISL,2013,1.70204
ISL,2014,1.94811
ISL,2015,2.19746
ISL,2016,2.12769
ISL,2017,2.10455
ISL,2018,2.04135
IRL,2013,1.5658
IRL,2014,1.52307
IRL,2015,1.18267
IRL,2016,1.16892
IRL,2018,1.14647
ITA,2013,1.30107
ITA,2014,1.3384
ITA,2015,1.3385
ITA,2016,1.36642
ITA,2017,1.37013
ITA,2018,1.39181
JPN,2013,3.31496
JPN,2014,3.40022
JPN,2015,3.28165
JPN,2016,3.15786
JPN,2017,3.20798
JPN,2018,3.27512
KOR,2013,3.95124
KOR,2014,4.07786
KOR,2015,3.9782
KOR,2016,3.98704
KOR,2017,4.29206
KOR,2018,4.52753
LUX,2013,1.30266
LUX,2014,1.26404
LUX,2015,1.27204
LUX,2016,1.25831
LUX,2017,1.26852
LUX,2018,1.21126
MEX,2013,0.42503
MEX,2014,0.43549
MEX,2015,0.42986
MEX,2016,0.38798
MEX,2017,0.32843
MEX,2018,0.31291
NLD,2013,1.92987
NLD,2014,1.97568
NLD,2015,1.98487
NLD,2016,1.99685
NLD,2017,1.98308
NLD,2018,2.16374
NZL,2013,1.15375
NZL,2015,1.2323
NZL,2017,1.34692
NOR,2013,1.65238
NOR,2014,1.71506
NOR,2015,1.93526
NOR,2016,2.0446
NOR,2017,2.09919
NOR,2018,2.07264
POL,2013,0.87053
POL,2014,0.93978
POL,2015,1.00324
POL,2016,0.96408
POL,2017,1.03443
POL,2018,1.20953
PRT,2013,1.32468
PRT,2014,1.28992
PRT,2015,1.2433
PRT,2016,1.28075
PRT,2017,1.31928
PRT,2018,1.34753
SVK,2013,0.82157
SVK,2014,0.87814
SVK,2015,1.1626
SVK,2016,0.79078
SVK,2017,0.88612
SVK,2018,0.83806
ESP,2013,1.27523
ESP,2014,1.24213
ESP,2015,1.22236
ESP,2016,1.19048
ESP,2017,1.21041
ESP,2018,1.24323
SWE,2013,3.26042
SWE,2014,3.10184
SWE,2015,3.21903
SWE,2016,3.24736
SWE,2017,3.36279
SWE,2018,3.31278
CHE,2015,3.3716
CHE,2017,3.36798
TUR,2013,0.81821
TUR,2014,0.86077
TUR,2015,0.8815
TUR,2016,0.94464
TUR,2017,0.95978
GBR,2013,1.62028
GBR,2014,1.6434
GBR,2015,1.64985
GBR,2016,1.66023
GBR,2017,1.68022
GBR,2018,1.70274
USA,2013,2.70972
USA,2014,2.71924
USA,2015,2.71742
USA,2016,2.76145
USA,2017,2.81741
USA,2018,2.83283
ARG,2013,0.61849
ARG,2014,0.59396
ARG,2015,0.62262
ARG,2016,0.55815
ARG,2017,0.55712
ARG,2018,0.4936
ARM,2013,0.22216
ARM,2014,0.24151
ARM,2015,0.25002
ARM,2016,0.23305
ARM,2017,0.22788
ARM,2018,0.18876
AZE,2013,0.20969
AZE,2014,0.20978
AZE,2015,0.22232
AZE,2016,0.20637
AZE,2017,0.18468
AZE,2018,0.18416
BLR,2013,0.65191
BLR,2014,0.50548
BLR,2015,0.49999
BLR,2016,0.50063
BLR,2017,0.58411
BLR,2018,0.60443
BMU,2013,0.22771
BMU,2014,0.21586
BMU,2015,0.22036
BMU,2018,0.25998
BRA,2013,1.19567
BRA,2014,1.27131
BRA,2015,1.34264
BRA,2016,1.26343
BRA,2017,1.09392
BRA,2018,1.16038
BRN,2018,0.27763
BGR,2013,0.63682
BGR,2014,0.79281
BGR,2015,0.95201
BGR,2016,0.77217
BGR,2017,0.74308
BGR,2018,0.75565
BFA,2014,0.19719
BFA,2017,0.61089
KHM,2015,0.11823
CHN,2013,1.99786
CHN,2014,2.02243
CHN,2015,2.05701
CHN,2016,2.10033
CHN,2017,2.11603
CHN,2018,2.14058
COL,2013,0.27111
COL,2014,0.30563
COL,2015,0.28975
COL,2016,0.26694
COL,2017,0.24286
COL,2018,0.23462
CRI,2013,0.55567
CRI,2014,0.57209
CRI,2015,0.44993
CRI,2016,0.45645
CRI,2017,0.44068
CRI,2018,0.38288
HRV,2013,0.81157
HRV,2014,0.78306
HRV,2015,0.84007
HRV,2016,0.86314
HRV,2017,0.86266
HRV,2018,0.97192
CUB,2013,0.47467
CUB,2014,0.41596
CUB,2015,0.42854
CUB,2016,0.34223
CUB,2017,0.43066
CUB,2018,0.53706
CYP,2013,0.48607
CYP,2014,0.51424
CYP,2015,0.47841
CYP,2016,0.52358
CYP,2017,0.54998
CYP,2018,0.54783
ECU,2013,0.3799
ECU,2014,0.44266
EGY,2013,0.63895
EGY,2014,0.63649
EGY,2015,0.71858
EGY,2016,0.70848
EGY,2017,0.67941
EGY,2018,0.72388
SLV,2013,0.06387
SLV,2014,0.09377
SLV,2015,0.14348
SLV,2016,0.14493
SLV,2017,0.18078
SLV,2018,0.1647
EST,2013,1.71302
EST,2014,1.42089
EST,2015,1.45685
EST,2016,1.24617
EST,2017,1.27996
EST,2018,1.40441
GMB,2018,0.07093
GEO,2013,0.07856
GEO,2014,0.17318
GEO,2015,0.29928
GEO,2016,0.28586
GEO,2017,0.27023
GEO,2018,0.28052
GTM,2013,0.03916
GTM,2014,0.02949
GTM,2015,0.03064
GTM,2016,0.02311
GTM,2017,0.02957
GTM,2018,0.02947
HND,2015,0.01497
HND,2017,0.03994
HKG,2013,0.73017
HKG,2014,0.74014
HKG,2015,0.76183
HKG,2016,0.79155
HKG,2017,0.8002
HKG,2018,0.8634
IND,2013,0.70642
IND,2014,0.70159
IND,2015,0.6931
IND,2016,0.66984
IND,2017,0.66571
IND,2018,0.65282
IRN,2013,0.25267
IRN,2015,0.41763
IRN,2017,0.83027
ISR,2013,4.0961
ISR,2014,4.17398
ISR,2015,4.26525
ISR,2016,4.51177
ISR,2017,4.81623
ISR,2018,4.94079
JOR,2016,0.70781
KAZ,2013,0.17132
KAZ,2014,0.16722
KAZ,2015,0.16951
KAZ,2016,0.14179
KAZ,2017,0.12667
KAZ,2018,0.11683
KWT,2013,0.30153
KWT,2014,0.42705
KWT,2015,0.0966
KWT,2016,0.07985
KWT,2017,0.0804
KWT,2018,0.06238
LVA,2013,0.61176
LVA,2014,0.68825
LVA,2015,0.62352
LVA,2016,0.44032
LVA,2017,0.51459
LVA,2018,0.64083
LSO,2015,0.05074
LTU,2013,0.9502
LTU,2014,1.03114
LTU,2015,1.04408
LTU,2016,0.84233
LTU,2017,0.89641
LTU,2018,0.94181
MKD,2013,0.43894
MKD,2014,0.51646
MKD,2015,0.44412
MKD,2016,0.43585
MKD,2017,0.35439
MKD,2018,0.36523
MDG,2014,0.01321
MDG,2016,0.01264
MDG,2017,0.01275
MYS,2014,1.26275
MYS,2015,1.27945
MYS,2016,1.41517
MYS,2018,1.04086
MLI,2015,0.31462
MLI,2017,0.29179
MLT,2013,0.77248
MLT,2014,0.71161
MLT,2015,0.74253
MLT,2016,0.56778
MLT,2017,0.58424
MLT,2018,0.57246
MUS,2017,0.36636
MUS,2018,0.34691
MDA,2013,0.29783
MDA,2014,0.31105
MDA,2015,0.30943
MDA,2016,0.2769
MDA,2017,0.25374
MDA,2018,0.25168
MNG,2013,0.23246
MNG,2014,0.2234
MNG,2015,0.15468
MNG,2016,0.18337
MNG,2017,0.13485
MNG,2018,0.10215
MOZ,2015,0.31312
MMR,2017,0.03105
PAK,2013,0.29285
PAK,2015,0.24605
PAK,2017,0.23627
PAN,2013,0.06206
PAN,2014,0.14052
PAN,2015,0.12033
PAN,2016,0.14494
PAN,2017,0.14714
PRY,2013,0.07147
PRY,2014,0.07921
PRY,2015,0.09687
PRY,2016,0.11688
PRY,2017,0.14883
PRY,2018,0.14626
PER,2013,0.08174
PER,2014,0.10805
PER,2015,0.11702
PER,2016,0.12008
PER,2017,0.12085
PER,2018,0.12715
PHL,2013,0.13207
PHL,2015,0.15683
PRI,2013,0.43859
PRI,2015,0.42883
ROU,2013,0.38787
ROU,2014,0.38225
ROU,2015,0.48793
ROU,2016,0.48033
ROU,2017,0.50322
ROU,2018,0.50077
RUS,2013,1.02732
RUS,2014,1.07241
RUS,2015,1.10085
RUS,2016,1.10238
RUS,2017,1.10967
RUS,2018,0.98275
SAU,2013,0.81516
SYC,2016,0.22175
SGP,2013,1.92335
SGP,2014,2.08464
SGP,2015,2.18198
SGP,2016,2.07629
SGP,2017,1.92465
SVN,2013,2.56487
SVN,2014,2.36548
SVN,2015,2.19565
SVN,2016,2.01145
SVN,2017,1.86635
SVN,2018,1.95039
ZAF,2013,0.72488
ZAF,2014,0.77115
ZAF,2015,0.79846
ZAF,2016,0.81882
ZAF,2017,0.83215
LKA,2013,0.10081
LKA,2014,0.09989
LKA,2015,0.10871
LKA,2016,0.12854
LKA,2017,0.12758
TJK,2013,0.11851
TJK,2014,0.11624
TJK,2015,0.10888
TJK,2016,0.10683
TJK,2017,0.11536
TJK,2018,0.09703
THA,2013,0.44164
THA,2014,0.47988
THA,2015,0.61609
THA,2016,0.77817
THA,2017,1.00179
TTO,2013,0.05667
TTO,2014,0.08172
TTO,2015,0.08623
TTO,2016,0.09183
TTO,2017,0.09112
TTO,2018,0.08399
TUN,2013,0.67071
TUN,2014,0.65423
TUN,2015,0.62936
TUN,2016,0.60364
TUN,2018,0.60132
UGA,2014,0.14381
UKR,2013,0.76175
UKR,2014,0.65034
UKR,2015,0.61477
UKR,2016,0.48339
UKR,2017,0.44839
UKR,2018,0.47109
URY,2013,0.32113
URY,2014,0.33579
URY,2015,0.36446
URY,2016,0.40845
URY,2017,0.48393
URY,2018,0.41865
MAC,2013,0.05115
MAC,2014,0.08705
MAC,2015,0.13554
MAC,2016,0.23328
MAC,2017,0.17085
MAC,2018,0.20152
SRB,2013,0.68367
SRB,2014,0.72309
SRB,2015,0.81146
SRB,2016,0.83951
SRB,2017,0.87353
SRB,2018,0.9197
MNE,2013,0.37431
MNE,2014,0.3632
MNE,2015,0.374
MNE,2016,0.32454
MNE,2017,0.34898
MNE,2018,0.36415
AUS,2013,994.61501
AUS,2015,883.79862
AUS,2017,917.45293
AUT,2013,1403.41879
AUT,2014,1493.09329
AUT,2015,1514.86014
AUT,2016,1638.36772
AUT,2017,1661.58455
AUT,2018,1795.28046
AUT,2019,1881.20803
BEL,2013,1018.34636
BEL,2014,1063.68563
BEL,2015,1120.76834
BEL,2016,1223.68807
BEL,2017,1344.64863
BEL,2018,1438.17109
CAN,2013,750.89779
CAN,2014,779.30894
CAN,2015,749.59795
CAN,2016,797.48249
CAN,2017,807.45762
CAN,2018,782.29676
CAN,2019,795.80083
CZE,2013,575.19329
CZE,2014,632.55382
CZE,2015,646.59343
CZE,2016,599.79954
CZE,2017,686.24837
CZE,2018,776.97064
DNK,2013,1382.29794
DNK,2014,1390.78644
DNK,2015,1497.34764
DNK,2016,1612.05777
DNK,2017,1689.14548
DNK,2018,1747.91208
FIN,2013,1357.39253
FIN,2014,1314.34196
FIN,2015,1220.49235
FIN,2016,1223.54202
FIN,2017,1297.15051
FIN,2018,1358.85129
FRA,2013,913.28978
FRA,2014,943.79672
FRA,2015,956.44007
FRA,2016,984.18678
FRA,2017,1018.54347
FRA,2018,1053.09064
DEU,2013,1267.70887
DEU,2014,1345.14585
DEU,2015,1395.42516
DEU,2016,1489.89193
DEU,2017,1626.32963
DEU,2018,1701.46761
GRC,2013,216.16508
GRC,2014,227.63489
GRC,2015,262.49783
GRC,2016,280.73564
GRC,2017,334.79015
GRC,2018,364.52163
HUN,2013,341.81226
HUN,2014,347.61423
HUN,2015,361.48144
HUN,2016,331.70866
HUN,2017,395.66008
HUN,2018,487.61421
ISL,2013,743.71623
ISL,2014,887.30104
ISL,2015,1075.41446
ISL,2016,1139.19659
ISL,2017,1200.83619
ISL,2018,1234.75577
IRL,2013,751.34084
IRL,2014,782.99336
IRL,2015,825.39966
IRL,2016,851.36881
IRL,2018,978.07568
ITA,2013,473.00842
ITA,2014,487.47737
ITA,2015,495.27331
ITA,2016,545.1958
ITA,2017,571.21276
ITA,2018,593.89939
JPN,2013,1283.22329
JPN,2014,1322.89888
JPN,2015,1316.91951
JPN,2016,1254.62502
JPN,2017,1303.37335
JPN,2018,1346.6242
KOR,2013,1355.31002
KOR,2014,1444.43463
KOR,2015,1513.72902
KOR,2016,1584.8029
KOR,2017,1768.93241
KOR,2018,1923.93969
LUX,2013,1247.05543
LUX,2014,1284.60177
LUX,2015,1326.42253
LUX,2016,1398.92633
LUX,2017,1441.87967
LUX,2018,1423.26366
MEX,2013,73.84396
MEX,2014,78.58842
MEX,2015,78.59872
MEX,2016,74.93631
MEX,2017,65.01578
MEX,2018,63.82341
NLD,2013,948.09073
NLD,2014,971.10523
NLD,2015,998.5165
NLD,2016,1047.02812
NLD,2017,1104.68132
NLD,2018,1258.12467
NZL,2013,410.94772
NZL,2015,460.59434
NZL,2017,569.79711
NOR,2013,1106.48896
NOR,2014,1128.99423
NOR,2015,1166.08561
NOR,2016,1201.19463
NOR,2017,1316.41093
NOR,2018,1395.09654
POL,2013,214.52437
POL,2014,240.19659
POL,2015,269.0945
POL,2016,272.54085
POL,2017,312.08775
POL,2018,385.58573
PRT,2013,369.50647
PRT,2014,370.1431
PRT,2015,368.50676
PRT,2016,404.77164
PRT,2017,436.99903
PRT,2018,463.99769
SVK,2013,229.41638
SVK,2014,254.10991
SVK,2015,347.14315
SVK,2016,233.99575
SVK,2017,273.43969
SVK,2018,272.68247
ESP,2013,410.872
ESP,2014,413.78928
ESP,2015,424.67871
ESP,2016,442.41024
ESP,2017,478.46825
ESP,2018,504.42153
SWE,2013,1507.20802
SWE,2014,1464.19267
SWE,2015,1586.61415
SWE,2016,1651.98351
SWE,2017,1800.85957
SWE,2018,1816.86152
TUR,2013,182.21578
TUR,2014,206.30847
TUR,2015,225.89021
TUR,2016,248.69927
TUR,2017,268.05915
GBR,2013,639.11232
GBR,2014,669.65851
GBR,2015,693.56389
GBR,2016,725.61075
GBR,2017,764.73952
GBR,2018,791.42804
USA,2013,1437.49123
USA,2014,1495.13258
USA,2015,1542.93383
USA,2016,1599.27065
USA,2017,1688.74114
USA,2018,1777.92614
DZA,2017,62.71579
ARG,2013,124.53249
ARG,2014,117.00191
ARG,2015,125.34348
ARG,2016,113.5621
ARG,2017,131.596
ARG,2018,115.26781
ARM,2013,21.85146
ARM,2014,24.24022
ARM,2015,24.92583
ARM,2016,24.94576
ARM,2017,27.60825
ARM,2018,24.56702
AZE,2013,36.16329
AZE,2014,36.70723
AZE,2015,33.3035
AZE,2016,29.72391
AZE,2017,26.10252
AZE,2018,26.76016
BLR,2013,124.08451
BLR,2014,96.25284
BLR,2015,90.68467
BLR,2016,89.26568
BLR,2017,107.31887
BLR,2018,117.22378
BIH,2013,35.3987
BIH,2014,29.41217
BIH,2015,26.26187
BIH,2016,28.05098
BIH,2017,27.64369
BIH,2018,29.09512
BRA,2013,186.38981
BRA,2014,199.83114
BRA,2015,197.96019
BRA,2016,180.11652
BRA,2017,158.83501
BRA,2018,173.36913
BGR,2013,105.23489
BGR,2014,138.76493
BGR,2015,174.08972
BGR,2016,153.03444
BGR,2017,158.15303
BGR,2018,170.14298
BFA,2014,3.33701
BFA,2017,12.54466
CHL,2013,87.2214
CHL,2014,85.45778
CHL,2015,86.3794
CHL,2016,83.87785
CHL,2017,84.26266
CHN,2013,232.31511
CHN,2014,247.42956
CHN,2015,260.21359
CHN,2016,277.93619
CHN,2017,296.13591
CHN,2018,325.82425
COL,2013,34.50561
COL,2014,40.67157
COL,2015,38.43783
COL,2016,37.24154
COL,2017,34.76328
COL,2018,35.10353
CRI,2013,81.41201
CRI,2014,89.37764
CRI,2015,74.62733
CRI,2016,82.20109
CRI,2017,84.22496
CRI,2018,76.09094
HRV,2013,175.80916
HRV,2014,172.06344
HRV,2015,191.99235
HRV,2016,211.61521
HRV,2017,226.23085
HRV,2018,268.01946
CYP,2013,148.32357
CYP,2014,155.49359
CYP,2015,151.64525
CYP,2016,184.5871
CYP,2017,206.57612
CYP,2018,216.24506
COD,2015,3.67953
ECU,2013,42.37292
ECU,2014,51.85006
EGY,2013,71.69886
EGY,2014,69.35171
EGY,2015,82.72612
EGY,2016,79.2954
EGY,2017,74.8338
