"Data Source","World Development Indicators",

"Last Updated Date","2021-02-17",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Egypt, Arab Rep.","EGY","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6086.68707896124","6016.90728340345","6152.92879391897","6203.06798901944","6321.25070751336","6483.31468442807","6671.08970733891","6897.52113533966","7138.21112305166","7422.83529863806","7744.71523809311","7867.50755198301","7905.41263015171","8007.64557901094","8184.06580830494","8397.03322231274","8814.14685278313","9274.97681685124","9763.50469457093","10031.03184281","10340.0743535159","10302.4429670535","10301.1078078639","10290.1930191731","10353.6684072177","10570.4454607908","10795.8086274334","11014.4861365513","11366.3363290551","11763.2536364885","",
"Euro area","EMU","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32790.734918887","33507.5699073425","33812.6867710138","33446.7630581001","34165.9117830641","34912.4423479159","35421.0148699673","36303.0298618185","37328.311262439","38325.3629825017","39677.4688030632","40410.8558996821","40614.6539999486","40703.452419802","41417.3388067536","41913.9824683543","43083.3633543257","44161.1848618673","44128.427286457","41973.9581518638","42751.9431895117","43539.7010505622","43029.8512162243","42762.2310338646","43210.7044695154","43966.6950424016","44679.9470018363","45744.5616490923","46519.3677842682","47021.5490772412","",
"Eritrea","ERI","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Spain","ESP","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27631.8732250274","28263.351260066","28386.6120369247","27948.5048818782","28478.6620174163","29135.0829359609","29785.9072025449","30759.564451537","31978.2282913878","33279.0464825664","34868.6039692004","35989.3091506889","36453.5892502757","36867.7943437807","37368.7204869039","38084.5914726208","38982.554979596","39647.0212144592","39365.6986690513","37550.2031502031","37438.6457745616","37002.0390484298","35883.6800328768","35484.6898056411","36083.4760986599","37496.4214718892","38600.4468174852","39655.150211071","40441.2746936103","40985.5585111382","",
"Estonia","EST","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11947.5686412219","12005.3585666363","12774.860838351","13604.6695892101","15556.0811349278","16386.3532969518","16272.2558134908","17830.3586755235","19017.2906611985","20439.9868349567","22125.0441819375","23763.9889441822","26168.5856675526","28881.6487725494","31211.0806708638","29702.3018052451","25464.1504426108","26208.9231461421","28245.5171498813","29232.5955632784","29731.7450786953","30700.3369259447","31246.2339400367","32232.9216364907","33964.3141525902","35320.4746436658","36956.2844323784","",
"Ethiopia","ETH","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","767.013549324388","687.543248340628","605.770738250222","661.31232228265","659.091341533238","676.586635051684","736.947806764851","737.329554291231","691.216374522031","706.1642853444","727.76673969149","765.809368652534","755.434678459567","718.332994045589","793.093785500926","862.355330588949","929.694431580742","1008.1352604279","1086.69948851525","1150.20617882724","1259.02255177893","1360.93853753415","1437.37677719445","1545.1780856013","1656.63467476253","1779.08402319971","1894.89663237454","2021.56104599467","2103.51298883042","2221.40460506946","",
"European Union","EUU","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28606.6636273029","28912.540133656","29108.1541089414","28870.0119788256","29567.8420246519","30339.1140829422","30901.4083442821","31648.187719403","32545.1602218674","33419.7808022853","34681.7104220377","35419.0281849178","35784.0493443467","36045.6615776537","36903.3396236368","37537.625527117","38785.7898801303","39943.9395851819","40163.1743050006","38353.7984761383","39097.2814400789","39884.6017912253","39535.3622533481","39436.2381650332","39988.3858403463","40854.0702491933","41635.8194131666","42799.1972931123","43710.6745196455","44385.4859712148","",
"Fragile and conflict affected situations","FCS","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Finland","FIN","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32965.9856918557","30856.5089352826","29672.6887711543","29333.978570798","30365.3276035891","31525.2455524048","32574.3014836322","34534.6401324377","36322.7027176911","37825.5816892033","39926.4136840468","40875.3267393321","41472.4860871784","42202.7496181892","43760.2791457502","44823.0803310483","46449.6836268401","48703.5677922179","48857.4157278667","44698.1700088519","45911.7104555256","46863.6421680497","45989.3581957772","45365.1834469037","45013.1004551426","45108.9916018156","46244.1051974301","47644.4283783986","48303.3622046656","48814.3101524458","",
"Fiji","FJI","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8451.46604504785","8146.92524486672","8538.60101860235","8599.26120721175","8912.150117544","9019.31559867528","9344.25826378815","9042.42558783309","9075.02359529969","9798.36439102917","9575.93787032145","9732.42736274724","10027.4548775881","10117.5653436487","10630.5571253384","10656.1891588547","10771.4444370803","10573.5536606147","10566.8635467621","10319.3771588176","10547.9058558893","10787.6855430138","10919.4466728095","11429.2759870917","12057.9036197327","12569.2154555265","12820.8274682016","13429.3159184274","13846.2685321797","13684.3915602843","",
"France","FRA","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33839.7698558233","34005.5026046931","34377.9999324881","34014.1764696891","34686.9906309851","35290.0240933902","35662.172650138","36366.4724858698","37532.9404381613","38617.8984847262","39859.1927208374","40355.1176557854","40517.6317132385","40562.6361495585","41404.4666920174","41777.0087101363","42502.8942570932","43264.9683422552","43133.542125033","41679.1924537472","42282.2957244874","43000.9383498115","42927.3152058124","42953.031126467","43158.8107731068","43484.238716511","43844.7476956046","44755.3252758511","45488.6532189136","46110.1847085233","",
"Faroe Islands","FRO","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2997.92873377292","3140.08840406629","3181.58039217111","3356.94708282134","3272.39977086247","3453.12255379308","3318.78698923223","3113.06784021598","3209.85464083029","3266.86349772738","3436.8658959254","3518.86632838427","3542.84162801101","3602.88161856945","3500.94619166514","3589.12682397196","3612.01556999512","3577.16231011022","3521.38430922242","3579.5124641847","3662.66399184245","3759.75890110003","3652.28903410868","3470.73386113045","3342.73941332899","3450.70133154383","3440.06420661881","3492.90856188658","3463.60171281163","","",
"Gabon","GAB","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18179.2657331385","18770.6422046393","17704.4205111501","17917.0626010149","18099.3443591507","18514.6533036871","18702.9817966029","19284.4287976954","19465.2452778791","17297.8925627871","16567.2321178279","16522.2630318193","16093.3426810445","16060.6024093339","15767.0978413749","15761.1598124854","14894.6102508411","15334.6194070523","14378.4740408675","13934.8299233835","14415.4991658369","14883.4412490523","15082.6134597387","15342.1728661903","15437.2732241001","15510.0708046261","15359.809244179","15006.7640910411","14744.4343267491","14950.0701972307","",
"United Kingdom","GBR","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30659.9735959661","30228.1322315259","30267.4085601953","30946.7334829372","32055.235410546","32779.9349225751","33511.2207412087","34713.5003223752","35874.0648447583","36980.4072864438","38115.1688718585","39098.0444239955","39837.8145381003","40955.8834198517","41690.2861560072","42721.5836754989","43591.2030268042","44304.3805828887","43833.4723785897","41655.2336053103","42135.7162594558","42451.6065532997","42780.9183984209","43404.5366243109","44209.5104722483","44893.7397827363","45409.4175637023","45955.3270123209","46290.122720465","46704.3214862298","",
"Georgia","GEO","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11135.4628892873","8724.29049929185","4769.99652400785","3346.56802542595","3045.04248414422","3243.84621344181","3740.48545328952","4268.69527327204","4511.48880328071","4737.405515582","4919.23187995616","5236.22280631371","5572.62200637586","6230.82190884126","6632.81426469502","7315.19848048057","8049.90605481459","9109.89774086377","9358.61458957779","9097.42124780979","9736.73209374292","10541.4719031056","11295.7540913053","11740.0891163337","12254.6456549529","12605.1400698178","12963.7439586374","13589.7073915159","14257.0816639076","14992.2298135291","",
"Ghana","GHA","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2344.1915835146","2397.55912894988","2419.61327335732","2465.54526759326","2476.95086664399","2510.24596191195","2558.34873325324","2599.24745593685","2654.98153258495","2704.73132586679","2736.93753711267","2777.53837526638","2832.35945338296","2907.28196990874","2994.74958494545","3092.59691348257","3207.53153952901","3261.71023964934","3469.5172048527","3546.22994629174","3732.38206331236","4154.71775495542","4434.47831703315","4649.43938482464","4675.75856612863","4670.43162289555","4724.12511639727","4996.63870607304","5194.4390009745","5412.62812169616","",
"Gibraltar","GIB","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1507.66605409205","1503.8261474382","1511.13820562509","1545.67613151507","1565.2940279136","1594.95770423097","1622.77684798359","1662.68943672297","1679.71852926973","1701.75916002577","1704.98645353573","1730.33179546498","1783.88100431591","1771.69107544807","1778.07908195469","1794.4145141069","1776.72180529959","1856.00373791389","1888.99283199397","1825.57663671597","1870.83046945639","1932.53645690771","2002.38698620261","2035.17305314175","2061.76097304743","2087.78404573625","2253.47824434625","2417.79918672692","2495.97176192476","2562.08292073759","",
"Gambia, The","GMB","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2265.23821929458","2248.37603045002","2245.61299110638","2240.45140710613","2175.51833692574","2127.87849831336","2108.82849215863","2145.02375755463","2152.68025913582","2220.49356195377","2270.49511052775","2327.34751387448","2180.85561050452","2257.27783498198","2341.1684895975","2216.19180439842","2137.81718540257","2137.85452523735","2205.11830766177","2283.18355590798","2346.72440487282","2091.82310674844","2135.75432796888","2131.43277120309","2038.79748108582","2058.65814621739","2036.87242048852","2072.6524500401","2158.06809333737","2222.87012182881","",
"Guinea-Bissau","GNB","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1994.66965583784","2049.61396675926","2025.79988045028","2022.60486023333","2042.45739122701","2088.24763037997","2284.37326973851","2386.29100947962","1683.25167542116","1667.63436321484","1722.76321739948","1723.45164466731","1669.27158659525","1641.01868382057","1647.57806324477","1677.70993660064","1675.77139557957","1688.81607937933","1700.28551531301","1713.76238351983","1747.24207561816","1839.70098119593","1760.88618899105","1770.47829569467","1740.89056524607","1800.06856242958","1864.25989746029","1925.23773659951","1949.17757024548","1989.36714098892","",
"Equatorial Guinea","GNQ","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1039.98504939461","996.857617103503","1299.93419558003","1395.40346843854","1572.06560732385","1781.26487791249","2857.4524167295","6868.48036901694","8166.0525183119","9851.19091747141","11176.5005218392","17523.4341900307","20084.4650304267","21944.6974115529","29004.1867207309","32389.8617259435","33330.8055978041","36685.2987061645","41249.4386615226","39913.7326041035","34732.2559561868","35378.023284068","36671.3574356355","33678.7065474823","32436.4667929433","28313.6027630713","24827.072977646","22551.083245578","20359.8451441929","18558.0038515413","",
"Greece","GRC","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24581.0237306381","25040.6482343648","25024.0464457568","24479.2352728695","24844.1126623408","25247.5376518787","25855.9638120873","26882.4667116926","27775.1526585679","28518.9988462893","29515.8985749933","30576.0072738274","31659.1998866114","33413.8668953018","35018.1932590312","35124.8475404881","36998.9695287637","38113.0025675922","37884.557156059","36160.0076014928","34134.7660486691","31063.3351484817","28951.6928118595","28217.1136044051","28615.8377329141","28678.8808727664","28743.4172294734","29233.7966332607","29859.8048506418","30465.4487948387","",
"Grenada","GRD","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8813.64934831467","8923.81632273813","8783.66395157526","8518.24196452489","8564.6759603557","8665.42125359416","8986.12590505743","9384.23619809227","10440.5439106711","11115.9887934137","11613.8671280815","11332.9677469537","11678.9693927015","12738.6607423359","12614.7032708469","14246.5843483066","13641.9329730622","14441.9191605312","14541.9893360305","13537.5389768596","13412.0358156961","13443.3892348371","13207.7117421996","13427.8002319806","14317.0627909331","15142.6152055131","15613.9733401286","16217.4998498411","16801.2014765571","17038.8944628299","",
"Greenland","GRL","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5560.3260847071","5610.79090605463","5729.8786472348","5804.93217278043","5890.53861966769","6032.23490081468","6063.20887596793","6180.3447150907","6337.48940283131","6427.18729269139","6499.0129841728","6492.7370082639","6590.58946193463","6611.61739487542","6676.55868714384","6752.49428823076","6973.03272002819","7267.58356621483","7362.74917075547","7263.55515093946","7336.00725928068","7503.5595173555","7590.28139597469","7733.84103990946","7939.09038738555","8125.36486184974","8205.75447458746","8317.36410115835","8448.46380903582","8637.46416535689","",
"Guam","GUM","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4843.07272639989","5128.42173413321","5495.80539402075","5901.40440176936","6364.83122705871","6664.04325292072","7198.89263989794","7672.32114677342","7585.44663957426","7852.7422104933","7776.33979970681","7969.70874646729","8064.48851747078","8009.69574481462","8128.43580887408","7965.30331875318","8371.87268005484","8972.34204533536","9125.62880193543","9443.8083393282","9812.09015149996","10286.3791278153","10780.7960140308","11117.4708131102","11244.3126692508","11261.8283813167","11630.9979593044","12005.358645387","12477.6247631743","13082.3530350192","",
"High income","HIC","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31694.3569114201","31922.1626011835","32420.8951321417","32605.3583340424","33445.6349421276","34160.4362774051","34970.0356122782","35854.4753870259","36618.3104000953","37604.6445477975","38934.2639145803","39299.3529449486","39696.4046525098","40390.4864986729","41554.3563278637","42524.2224823512","43632.3588993129","44593.8212893642","44530.9555151713","42797.0048510624","43816.3349519103","44544.2414646479","44892.6449038249","45312.0005974476","46028.7029430778","46877.2187082114","47468.6895292238","48404.263770566","49304.9267740143","49924.4252173375","",
"Hong Kong SAR, China","HKG","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28798.3239389757","30189.0147146157","31803.1109613254","33200.0589516135","34420.0786574058","34546.2727299287","34453.7263515904","35910.5734449845","33517.1027738487","34030.6855357392","36317.0678975038","36252.5879837068","36690.3566868551","37886.4353586863","40862.6037894978","43690.3411156982","46463.5529718954","49043.9368065757","49788.791757481","48459.9781074837","51360.9902571582","53472.9990627901","53785.1359813098","55230.8460790127","56359.3264510417","57215.9704046618","58096.2833879139","59849.2481763342","61063.5493688714","59847.5542762088","",
"Honduras","HND","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3990.02826002688","3749.17541280965","3866.11505095214","4002.96356867369","3899.72037604374","4024.98930227344","3984.57221810956","4049.97794851242","4077.54965054218","3935.72445998767","4108.77560214469","4109.76969711082","4154.92655639531","4235.62552124084","4390.47334152231","4546.23880650616","4733.54600929301","4914.32500205031","5011.60729945583","4787.86668814549","4866.97217562037","4956.40226738636","5065.45758523935","5113.46089403684","5177.40941597809","5283.40995631063","5395.61396882107","5561.9963118339","5672.253309629","5727.97357227863","",
"Heavily indebted poor countries (HIPC)","HPC","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1754.93108324518","1712.5799542781","1649.22756347323","1613.36458474072","1567.13939776261","1598.19058009156","1634.22358603762","1654.37347937607","1665.23528876975","1672.25137777717","1669.56958728508","1691.37182851552","1698.60068556361","1723.16351789862","1766.00332509041","1820.40559835273","1880.93454882805","1947.10598931695","2010.16142190289","2044.23650455328","2107.19414869819","2146.4385868075","2211.61455871876","2276.14008115483","2336.74310677179","2383.61748224151","2427.29288016867","2478.62836127859","2512.96794069635","2550.01345115011","",
"Croatia","HRV","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15050.5335397951","16159.4388821181","17245.7902863827","17651.6907471857","17560.0445034007","18241.6256840672","19517.8796690432","20613.9961643951","21769.5607951756","22667.667797964","23613.8843771044","24787.1621445504","26048.9743754834","26545.3526929265","24627.1455832697","24358.1004432062","24393.8595003337","23883.3027281718","23842.8344193387","23858.4103988913","24640.8509670541","25681.5520683397","26885.6584063112","27888.5736288249","28829.3555274566","",
"Haiti","HTI","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3229.61863817745","3225.86704452612","2995.78102955938","2779.60143994601","2401.82618328811","2591.09181092571","2649.52835874323","2672.59235095878","2682.81353543519","2707.70238666997","2684.55065687339","2630.50820320853","2610.75325792834","2654.20619925702","2578.88795911921","2629.11154739696","2632.18398574279","2734.74365856659","2758.57709601871","2887.38667490237","2735.2825173574","2860.20938649867","2833.77552257522","2879.13999091602","2935.21964701189","2941.81553066532","2952.61872858118","2980.96085581817","2992.31229425398","2905.43908128766","",
"Hungary","HUN","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16477.3572464731","15978.713603218","15904.78565268","16395.9522028638","16663.356672427","16705.7603664546","17265.5920402702","17980.7386803397","18585.5034585674","19468.4903710642","20308.1840632027","21331.7085701828","22266.6952909184","23392.3278932127","24433.5549555262","25458.0863856514","25559.30564469","25875.0639423567","24178.976395187","24505.631193101","25051.2164438087","24833.2712654361","25365.1082662677","26509.0999901907","27587.1354846843","28260.7766088702","29559.2144705633","31196.5049817076","32643.4905374267","",
"IBRD only","IBD","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5105.38078892404","5046.19526016493","4992.73185479523","5044.0691958026","5084.70810250457","5196.7458620342","5387.56225450459","5568.73354336993","5602.16590418699","5741.83170656173","5995.57984867503","6136.26416000285","6340.17325212053","6646.15088639875","7070.92017253273","7480.49352814755","7991.47608199387","8579.15665235461","8956.2284486668","9063.61988706048","9638.83811577566","10110.124601589","10518.7435487843","10941.3421466292","11333.507646192","11699.4792173057","12133.0529515165","12637.1417611278","13102.8459606277","13485.6524797466","",
"IDA & IBRD total","IBT","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4538.8116094386","4481.12397322871","4428.68498652445","4456.40451413578","4475.21991059043","4562.44073089498","4717.23173006127","4857.06305474456","4879.72281902841","4986.7966777843","5185.85741270927","5298.12981486907","5461.62627797845","5705.3648389678","6048.65212251533","6377.41953886938","6784.22266093809","7249.70377451918","7543.43821767342","7629.24400599862","8078.39507439238","8440.93028458236","8757.63529896138","9088.37789154701","9394.64335741967","9672.15632767041","9992.44196074216","10369.4970770606","10716.2932484338","10989.8708338581","",
"IDA total","IDA","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2223.93499413689","2199.06821761242","2179.12841217886","2136.28662945104","2094.26364072742","2113.60475286904","2159.22796590283","2169.96141449182","2185.71759053686","2203.04651209204","2233.63910200816","2282.52824452404","2341.61630858215","2405.45999320858","2507.42353688695","2604.2370015994","2705.42189840261","2813.49896098634","2890.38832644447","2971.65995124355","3074.41444751962","3154.17376562713","3248.5610391752","3364.26172213004","3481.46445265931","3568.12845943613","3627.86836651862","3713.68859610487","3807.06479196662","3866.8478836737","",
"IDA blend","IDB","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3154.4195072287","3138.26733710456","3156.6525345762","3070.53564316139","3028.51160933283","3023.88776646161","3083.20738111032","3063.02899506166","3068.19921307333","3064.06559682921","3102.34377461574","3158.95524614772","3281.03652124677","3370.70992320532","3540.28219718462","3666.5534981453","3789.27146913644","3910.20246707729","3961.75974809809","4078.18270380084","4200.76281452721","4287.81455337047","4376.08739635297","4513.35962438953","4661.27059087531","4738.64917311629","4740.48454614338","4786.71888683447","4868.93152654054","4864.8316650676","",
"Indonesia","IDN","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4532.54025141721","4762.38799015037","4986.78382846442","5224.16617734749","5529.23206810142","5892.0716637826","6258.43662726843","6458.0725453612","5531.30341620405","5497.81478781769","5689.26019604017","5816.42546664123","5996.18986312712","6198.65338032074","6423.72042650123","6699.27203168764","6974.4456536936","7319.43419678474","7657.59449160514","7906.26165675588","8286.7332465921","8680.20562230532","9080.04056716843","9456.97767927869","9801.13063284651","10149.6039093064","10531.1979387018","10935.8417542919","11371.5319393071","11812.1976430751","",
"IDA only","IDX","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1736.18247907001","1704.98137746876","1660.93437306886","1643.78213652172","1600.89694389785","1635.72782641164","1674.47066805004","1703.72435017934","1725.78697634032","1756.37327747832","1783.35914977847","1829.60698478805","1853.64517204831","1904.89907925229","1970.83181654621","2053.41293639729","2144.74423602805","2247.81111045657","2340.76896993065","2402.74014918653","2494.89432841744","2570.64135055275","2669.73578233975","2774.38504279338","2875.22463667475","2968.46363014089","3063.04226974696","3173.90726421271","3276.03813235664","3375.05715277973","",
"Isle of Man","IMN","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1809.80220511557","1792.00145065391","1852.75781248257","1902.9069220268","1990.56030361055","2100.63592889015","2216.809857209","2263.87303565346","2360.06147339229","2522.86123970312","2573.85050300825","2651.77067722392","2706.52642852765","2871.45417795581","3049.30209866791","3239.33303556796","3446.75674622652","3655.22259366614","3713.25283944134","3949.08482135143","4227.19307333497","4391.7970271511","4574.73732488243","4809.64811514203","5107.20815337077","5454.34710439396","5840.67022941306","6185.99389258543","6496.80750598298","6700.06222490888","",
"Not classified","INX","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26448.2893598121","26804.0980689663","27511.8889923944","28111.810532598","29612.9171159612","32299.9251050349","34421.2696169463","37793.5658990833","40652.0826582588","44418.436837849","47970.3452837184","49704.7189508649","51767.3976115259","52469.0621384413","54981.2184483057","56862.7329142146","58156.9442866212","59507.9168360789","55694.6297626987","52331.5603912742","52989.2327005586","52939.8592926248","52834.9923588177","53267.9028210023","57404.7044797085","71173.5156473082","72962.8506984735","78051.520995538","83388.7211474854","86696.239084355","",
"Iran, Islamic Rep.","IRN","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8649.57612325218","9499.43626782925","9585.68820926127","9532.38933230454","9253.98359619283","9333.96267604962","9682.53103194463","9599.54819935278","9680.50099649739","9638.4046214453","10075.1438275105","10027.422676536","10622.379955875","11408.0942604254","11764.0965019533","11998.2145135637","12456.6091753763","13324.9080220923","13213.0963559506","13199.0179631625","13805.7038219486","14005.3138996932","12807.3979704658","12625.0907936883","13038.5577571322","12698.1080651379","14205.2071704414","14535.8622264762","13471.8489689694","12389.221585267","",
"Iraq","IRQ","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7961.58159787648","2787.16081284662","3592.48437507433","4544.24798796594","4578.29022573759","4533.81010350305","4879.98681053973","5735.22936997808","7498.37358605952","8550.83269407799","8414.43626843087","8355.72847407276","7553.34965961808","4912.71714105683","7380.69422425864","7531.3455759008","8137.45569996789","8112.67440620932","8633.42364496646","8744.21954992364","9063.56859717956","9435.59035577969","10357.9342268255","10719.2451921832","10400.6447830016","10310.680021849","11542.2642647473","10971.9700124802","10660.0925631441","10881.172086253","",
"Iceland","ISL","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34182.9816321608","33713.5102910382","32169.2523799804","32262.0612774337","33137.853810508","32997.0025819937","34320.2091459392","36001.0851387679","38144.8909907341","39210.086110749","40568.7988514545","41593.9025421458","41505.0968112183","42153.5637390894","45145.5456577324","47249.4011064694","48575.6725606","51797.6940727927","51856.1695215737","48177.0841226297","46588.7738756862","47320.6271438972","47679.7291813885","49183.3130218233","49652.1495003908","51471.0215787825","54125.4806743087","55274.1891219644","55866.1892719742","55584.0970040786","",
