"Data Source","World Development Indicators",

"Last Updated Date","2021-02-17",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Antigua and Barbuda","ATG","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15459.5516753675","15586.8961718588","15497.4647441974","15991.7642013291","16697.2487724641","15628.3969921892","16303.7238921465","16828.6408230718","17258.9648557251","17551.3059682292","18311.0137147069","17207.4935626349","17143.8258350673","17955.1049410143","18745.6815342211","19682.6358964173","21851.5939271176","23511.3316558109","23130.5531233576","20046.839017266","18205.9853689337","17604.4171016288","17965.5023271233","17641.5425333279","18104.2414700004","18595.0849042657","19417.9648194984","19840.0761229321","21115.7982687308","21910.1849853005","",
"Australia","AUS","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31154.6617041205","30637.7221788398","30392.974155728","31309.9624339464","32214.5123749017","33049.16487768","33882.9075979721","34834.989874642","36051.5717033416","37450.3580687633","38462.0153634672","38679.5906526604","39739.3016267857","40423.970155755","41578.4985196528","42348.1745283311","42894.1331487911","44265.6986689819","44974.5263202105","44910.4508577523","45131.434148345","45604.7971589746","46571.4745579661","46960.050240419","47436.7483895296","47784.178476068","48347.0316629051","48633.1332207217","49304.2511133834","49611.8565605775","",
"Austria","AUT","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37560.3989653033","38467.1019083479","38842.5763050462","38726.5324144101","39504.4562596967","40496.3786664979","41391.9297308046","42210.6521287598","43674.4457616775","45139.742922611","46551.4597865552","46961.2332465252","47502.5442670715","47716.7553407919","48718.6693821179","49473.7489879843","50929.9681510672","52657.3755809339","53259.4111045692","51120.3320501803","51934.4627664247","53272.527358892","53391.032403354","53090.8151927455","53025.8476078992","52966.702476991","53439.413950879","54342.9478588847","55474.203152441","56029.6127897059","",
"Azerbaijan","AZE","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7758.15403607236","7585.17951719775","5782.65027681675","4379.81407803336","3469.77031647845","3025.29387687973","3033.830388279","3178.97739607155","3463.84200968233","3687.6610145928","4063.47164104466","4431.28987324473","4813.50418477741","5264.84052596649","5701.90326352629","7222.03607503781","9605.09610840819","11914.994832597","12903.1519167445","13822.0911094279","14312.7561158751","13905.2457636452","14023.9807176578","14652.7042457179","14875.7816413327","14853.9105525729","14238.7841366188","14121.4069355591","14209.6494059309","14403.8504687949","",
"Burundi","BDI","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1184.84244047638","1215.88653124915","1202.10713942057","1105.228876226","1044.71553683812","947.822367711361","861.482736903432","839.196845267928","870.044081803464","850.048016226981","828.000459963366","826.029067773258","839.778526667927","804.885029198471","817.460585353135","798.704284723934","815.053735830679","815.90943944186","827.792518241446","831.564131168609","846.169526927269","852.502621649322","862.71608619147","877.274160261081","886.23577677556","825.205985575849","794.604574423363","773.571858394255","761.524193384446","751.663957194118","",
"Belgium","BEL","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35619.6196924177","36138.0175663052","36542.6064735146","36050.0122443271","37098.8220168068","37904.0705996843","38329.9868977007","39687.9374817912","40380.2236589063","41715.0753426946","43160.6914937795","43485.4683209326","44029.8996903099","44301.0709398087","45685.0049060563","46489.2691305788","47362.4227731796","48744.6185198965","48577.2038026647","47214.1659661315","48124.815894586","48307.7068316362","48363.9382479911","48357.5791706589","48903.340741753","49613.3651025112","49988.0794288515","50596.6427973359","51279.6545444109","51914.9146093256","",
"Benin","BEN","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2175.20551783177","2191.83932970741","2179.50804702651","2227.35239338017","2195.82013074675","2253.11723647127","2277.76667477356","2336.5477319825","2358.28377171804","2411.99301127969","2478.21643303685","2532.63226240282","2570.78941796305","2579.69815032321","2614.21211817471","2581.64160468399","2606.81617978405","2685.12930866085","2738.1924956004","2724.08628931232","2704.70401397294","2707.86941421509","2759.84995776779","2876.90563418335","2975.85391436098","2945.97300620254","2961.44177792771","3044.51388698516","3160.7770925266","3287.30953781495","",
"Burkina Faso","BFA","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1017.53993534132","1080.51544998222","1054.25327219958","1061.58653061488","1046.60925447531","1076.46887660674","1162.45018962527","1201.95165371254","1254.13691021992","1309.40200979182","1296.74896555226","1343.54376753886","1362.27984300837","1426.61705025211","1447.50443336938","1527.02272739518","1574.72978048784","1590.83116329469","1632.94858853561","1631.19382841923","1716.35766288052","1775.77962026629","1834.54397199043","1883.79830512278","1907.95051451535","1925.33122496894","1981.42683815237","2044.38187401171","2120.32286067463","2178.3234151007","",
"Bangladesh","BGD","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1517.72928577649","1534.52515023971","1582.31365813459","1621.32687556206","1648.73403806059","1696.56786916241","1735.92193440148","1775.96422096177","1829.50385048636","1876.59910376357","1937.72931354734","1998.06642742117","2037.23617148073","2097.16867032672","2171.68862788344","2279.53127370224","2399.08200601731","2537.11128648662","2659.04917678232","2762.18043658117","2883.46685252553","3034.93798812944","3195.73714817367","3348.95347376199","3511.58228216065","3700.11108105238","3920.30111862047","4161.08971339052","4441.42446216244","4753.72694673667","",
"Bulgaria","BGR","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12109.3149052873","11196.99078556","10494.7979448462","10422.2564887236","10647.8315070342","11000.7206232366","11625.8419572762","10036.7254363598","10536.9063884279","9718.67847705042","10233.8499159564","10838.114310443","11735.3041880029","12438.0224944615","13339.5700558705","14401.8572044246","15498.7638009691","16636.9099279988","17773.6910633803","17284.86289832","17496.3584372976","18023.5224445886","18192.8642022639","18354.5649035257","18807.2287791934","19682.7994278812","20578.5975054271","21455.5643632836","22279.3619393705","23265.623272942","",
"Bahrain","BHR","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38600.7213896988","41770.8060313527","43429.9392330598","47819.6023066985","46539.3674837755","47157.3004179819","47825.4610118143","47956.7461267658","48716.943892274","48988.4932155731","49406.216692178","48246.1213077046","47311.3593690433","47476.9833537752","47661.5089382385","47492.7745063536","46910.4358692605","47000.5421874336","46408.9986256719","44759.3569504668","44599.9487427108","44157.5487358972","45035.9439102138","46930.8307282373","48201.0850183662","48110.8043329415","47937.776305724","47709.8738136618","46227.0271204517","45010.7114954419","",
"Bahamas, The","BHS","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38099.848615504","35837.3278843171","33815.8278614935","33289.2403633071","33742.8463692478","34675.0562674014","35656.7363308272","35964.0954156946","37240.3961068859","39430.9079739304","40517.3638442583","40953.4839488565","41371.8336766529","40135.2274819042","39757.543419234","40352.6087723383","40596.6782859765","40408.1474455301","38746.6708147081","36499.6500385602","36503.7899698752","36254.2730425952","36961.4435585226","35620.1314758907","35659.1614255019","35400.0818537948","35557.3198080925","36297.3070225153","37019.5150676853","37100.7439852383","",
"Bosnia and Herzegovina","BIH","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1658.70516357832","2059.95622396598","3959.2679792584","5361.22604205567","6200.45325410628","6779.32725716801","7137.27645226614","7442.71350120011","7829.09916862217","8136.23352690029","8627.90624964581","9380.81318109597","9888.4465067144","10475.1610375783","11070.2546950954","10790.345600519","10973.2393855403","11212.5693147451","11293.7922689064","11762.6777359044","12105.1343445662","12671.0080114814","13236.4520622942","13797.790217834","14432.682664519","14922.148511951","",
"Belarus","BLR","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8895.47651248387","8784.42045113033","7924.01489322442","7305.34258331295","6458.18614237422","5805.26691258759","5987.78568941429","6698.74456753512","7296.05459067832","7575.91832595163","8053.17363808324","8477.08401148315","8961.64111959338","9660.19368845286","10839.9562728165","11940.1865961058","13214.87158024","14417.3535308989","15942.8976797373","16010.439955622","17288.4043493433","18251.7809447653","18576.7286760826","18760.16352402","19066.8868190919","18307.5196678406","17822.6065945418","18280.1989190642","18885.2354999668","19149.6378488406","",
"Belize","BLZ","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4797.91459044728","5247.88927229158","5784.03624107798","6044.44037575303","5930.59286919776","5817.13851747344","5714.53426156941","5707.64908943159","5697.45009654349","5971.18195615391","6521.3807066394","6619.66800211327","6739.4901331344","7175.82864496099","7326.85832005764","7277.83205322578","7431.40892856573","7277.09636370938","7339.4810963803","7172.50479543222","7208.90126474635","7174.5169921222","7178.91537694625","7110.10257778817","7209.03758048205","7259.02420475018","7117.94388938412","7108.86670023719","7118.33193125502","7004.65815014062","",
"Bermuda","BMU","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","65961.4062778196","63958.896272099","64385.4067227265","65967.8493641591","65904.7203525295","68313.3813372028","69643.4073411271","72403.8797731506","74677.0925871842","76772.3237713819","83181.526285174","88231.7841881066","86364.1542550403","88727.3113937391","90195.8110329173","91114.0773806848","95615.3606970562","98257.9926982026","95855.800692618","89961.9827443671","88399.9159492493","85829.3782604391","80982.367755316","80503.6502910788","77361.1048812589","77842.7539032209","78149.352535184","81834.9558735543","81420.8607872247","81797.8665200636","",
"Bolivia","BOL","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4587.42737263806","4728.04952703231","4705.58517025511","4804.54457268844","4925.10710038228","5050.31113988814","5164.2507332886","5312.07766466358","5469.46973718794","5386.17921449768","5415.52991539303","5402.76514668128","5434.08881516848","5479.26506092333","5605.204967729","5749.52853108943","5920.71166230972","6085.38581122278","6351.22816631302","6455.97424355548","6612.8079608313","6844.98176046089","7081.38681099674","7444.49009062415","7730.63840148344","7984.41345518557","8202.55092483578","8423.69680584065","8655.52996001591","8724.47570163818","",
"Brazil","BRA","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10517.6702873632","10490.4860853549","10264.7463476586","10566.2288416887","10949.5277655212","11250.5713609297","11317.6761085673","11520.3316390879","11383.8886823728","11269.0093507679","11597.1433448662","11598.6938525952","11796.9705534406","11782.4677716666","12312.3344290767","12561.8201732326","12917.9168849667","13560.5451000637","14110.3451381369","13957.6791202509","14868.3301408841","15318.3063061666","15473.7120210456","15800.0389651203","15744.3471113816","15059.2343677166","14446.4128054679","14519.8491302518","14596.2461623842","14651.6161809346","",
"Barbados","BRB","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13984.0317386915","13388.946948795","12579.6595745881","12631.9503838436","12836.3812807789","13042.6157319939","13505.6969845807","14085.8555166966","14548.7103069375","14537.2170321422","15124.2134245539","14713.0795717311","14778.7641448836","15050.5131854164","15210.0165881225","15752.1891102398","16612.6148248816","16903.9336079831","16946.6709613034","16019.8855930506","15596.6168113309","15444.7463207601","15335.7399330821","15088.3352051124","15041.5547480584","15382.9274290296","15738.1887968761","15788.8205162215","15674.8496347642","15638.8298973988","",
"Brunei Darussalam","BRN","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","71230.8621432687","71404.8416578075","72704.6662227521","70909.5633968496","71175.8501368685","72446.4139578568","72694.6748326957","69940.8739634989","67984.2211135105","68541.6613801811","69023.0873287698","69484.5178929712","70770.5784148337","71483.5855633155","70616.8165026914","69787.4399246664","71843.3293226929","71052.0897666621","68855.6172615419","66850.4205006955","67751.3297831065","69388.6369440027","69091.7268010143","66714.5378861406","64192.2340083621","63148.5488671071","60865.9869452396","60995.6811141379","60388.9030876585","62099.5878894925","",
"Bhutan","BTN","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2784.17263015349","2752.96311049983","2880.24887304967","2948.05068744766","3098.08956945785","3300.35617927284","3439.98293404509","3557.53687362671","3683.35575738185","3884.48866406933","4061.45092223396","4308.54701722282","4686.06409578494","4957.53702509043","5165.1249559898","5456.74980598451","5761.69755525172","6743.01610703396","6995.75847198772","7393.98325630975","8190.56427451825","8744.94502938623","9083.99150746895","9163.52484481139","9573.98905975365","10086.1975071692","10775.1464324185","11142.3999477275","11348.4720383466","11832.1892646445","",
"Botswana","BWA","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9074.20570003535","9460.13791052463","9470.25153343435","9406.4298693945","9510.12943137337","9935.44682189348","10266.2073896636","10863.263753974","10666.3471974619","11447.3051432292","11439.9014386711","11253.9161694499","11727.1492995992","12059.1323071426","12167.0564283371","12484.2234955929","13256.9959721862","14051.5337631641","14615.9794621951","13235.9360067207","14126.3893791046","14770.4683556276","15245.9809916856","16786.2185433317","17264.4371330516","16714.3978216526","17117.1222157461","17253.2806291006","17634.1946176364","17766.5389683464","",
"Central African Republic","CAF","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1201.67723366171","1165.23944953669","1060.63824569914","1033.83061916943","1053.74660625288","1098.89660696316","1027.65065878803","1055.25650631035","1078.45165398862","1091.36236075806","1040.10212036994","1062.72173523632","1077.95441086148","999.000974726645","1037.84676642657","1026.91339909884","1055.08887092458","1082.68510059648","1085.44076390296","1161.18947547434","1201.35137524232","1242.71564473679","1300.28763729694","824.943832052328","822.610457816902","852.749426426479","884.494416853048","912.80205230035","933.109550675102","944.868093487866","",
"Canada","CAN","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34640.9401857785","33499.3855254316","33403.2317586339","33917.2610654873","35055.601263597","35629.3946438925","35829.7985364986","34111.3525248748","34775.4850855381","35863.5375708431","37278.4325128102","37393.9471098308","38255.3455262111","39356.9349136235","40517.5702438298","42141.870158423","43456.1457423522","45992.1566168139","45955.2272888233","44103.0386866527","44962.8839612883","45926.127875307","46230.73199756","46810.2868398712","47672.0764494583","47629.5120540761","47564.810876379","48490.3794987481","48780.0918332527","48886.757035035","",
"Central Europe and the Baltics","CEB","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14006.0601610011","12662.0527177929","12394.2766433561","12596.8053291265","13105.7168707274","13862.7442911462","14521.7043876024","14812.1853641826","15220.6820804391","15513.4200282852","16216.6445907824","16842.783234835","17575.2902525908","18338.4048637881","19488.200859846","20512.2517646087","21923.0231389019","23412.9489400734","24479.0702838716","23696.0144913963","24120.0962499288","24942.1308916558","25192.4728012308","25596.7139929276","26428.0149838793","27528.5477126683","28477.9506939969","29975.4168554136","31392.2262196665","32663.6155503146","",
"Switzerland","CHE","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","55420.1517140676","54230.563826178","53612.4877403342","53059.5164558596","53306.6074161516","53206.2040562993","53257.8062214539","54372.9810672101","55832.5292411773","56508.5897810181","58404.1047701058","58797.3815122096","58449.1671859634","58040.0872270173","59242.7566381109","60698.2321252397","62724.3925477942","64722.5311314261","65282.3275167943","63039.0792100035","64259.1589152978","64624.3889337887","64585.0950259613","65029.1638294685","65813.9525086408","65936.6260250529","66344.0748081261","66910.5737007273","68246.4026417852","68394.2861212794","",
"Channel Islands","CHI","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9880.44086086164","10477.4062267089","11456.7473611028","12014.4714203443","12421.6059620772","13329.4126671005","14034.6687598756","14874.3859872494","15319.2240971538","15069.8884756609","15686.8930137129","16023.563454772","16344.1336974033","16835.4106296265","17862.8486970728","18692.8818428512","19664.9960674424","20410.3661592134","20905.5618857055","20361.7147945387","21328.9418196388","22407.714462506","23373.3116162778","24081.879609375","24248.6602046307","24516.8368909887","24608.0650271681","24548.1876999972","25165.1781779214","25131.4647575157","",
"China","CHN","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1423.89634790713","1534.70527155859","1731.65721549278","1949.53426822941","2178.92405677052","2391.4771155819","2601.3634260793","2812.7111346022","3004.42734154728","3206.73002570588","3451.67923093446","3712.33813234941","4024.35569664333","4400.82518340985","4817.21184451855","5334.64663937839","5979.78171182139","6795.17401238784","7412.87436348628","8069.35463838628","8884.58803122452","9686.61528974268","10397.5614154923","11149.8675587772","11917.3384959856","12691.8215526978","13487.8224816729","14344.4212394407","15242.9858575908","16116.6639313693","",
"Cote d'Ivoire","CIV","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4499.87385374744","4342.39083439152","4179.62513367764","4027.23603355875","3922.81866750913","4064.93286104485","4240.16310076753","4263.55186448219","4342.12382457501","4290.3961283192","4093.87279155954","4001.95654882915","3848.77608618401","3717.05318676913","3685.17949746773","3670.18072192123","3646.27179908526","3630.05010636641","3639.89329562775","3673.26125023814","3660.90277768692","3417.77789743758","3692.64764324942","3922.54106188892","4161.93827892435","4417.15116555671","4615.71158179461","4830.75170129491","5033.47822372774","5212.55604838493","",
"Cameroon","CMR","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3222.94448110034","3008.80209666232","2831.18836001249","2532.74050209832","2514.80991177697","2531.46751770764","2571.74436331253","2635.78891123953","2683.49842163472","2726.66898830062","2750.51098805208","2795.87200139541","2837.96123280157","2889.28187305824","3003.25098501982","2982.0247447709","3002.13521299317","3064.12496777733","3084.98650146081","3067.22296361924","3086.22071585861","3126.7868357321","3180.77248327271","3262.76359451379","3362.664067483","3458.69390039928","3524.44451445215","3554.5251558947","3603.55170481876","3642.27725826763","",
"Congo, Dem. Rep.","COD","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1819.72331487329","1606.32651511465","1382.76209778604","1150.83625923026","1066.46811890921","1039.75299032853","1000.68908061378","921.422664261378","885.78591456114","828.209291759524","751.557820603605","715.677765670401","715.454456244053","732.536671398948","757.685942192326","778.967915675733","794.42958439436","817.069654396242","839.815586400063","835.611696147968","865.684026812839","894.826517711307","926.787843027251","972.455893446057","1029.79078465813","1065.24240955909","1055.57295486991","1059.8107753086","1085.89370062626","1097.94885276596","",
"Congo, Rep.","COG","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5115.21090309243","5095.9616143649","5087.00226687686","4899.57937692566","4502.95947778205","4552.37990447325","4614.30266359218","4455.18176982734","4489.59447172558","4248.74031834468","4440.58518356248","4479.77711698349","4554.18889521519","4461.1342569108","4480.06947288111","4677.8780452455","4886.41667575158","4409.03317436602","4528.91844891123","4892.64338668365","5217.02726664222","5185.16850974252","5555.13630222353","5381.25718913089","5564.24821145893","5252.1541634104","4598.65699859663","4274.29641446159","3906.93994464878","3673.11782715653","",
"Colombia","COL","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8335.51540650322","8337.20050250727","8507.04691793196","8794.34447253245","9131.94599292175","9432.29003473233","9456.15871231116","9612.67920008","9506.04962971737","8958.10314058598","9073.42687807926","9082.20809505088","9168.55091395225","9388.04049044271","9749.55565568711","10083.3143613973","10622.8122667083","11199.4859551416","11431.9631032354","11434.331033923","11823.3879357365","12523.006680201","12896.3516812902","13436.041030385","13899.3688286349","14143.7035700938","14242.8068939806","14219.5328183657","14356.6940657734","14624.9712965347","",
