country_code,country_name,articles,gdp_pc_ppp,haq,bmi_mean,bmi_men,bmi_women,country,cases,deaths,population,mortality,median_age,rd
NLD,Netherlands,28134.26,51655.96115113193,87.60000000000001,25.593821073333334,25.9595958,25.22804634666667,Netherlands,1565880,17340.0,17167367.0,0.011073645,42.03333266666667,4762046.189355862
NOR,Norway,8775.7,62268.68266365927,88.13333333333333,26.510876451666665,27.04759527666667,25.974157626666667,Norway,117022,767.0,5457510.0,0.006554323,39.200001,7553192.42241431
NZL,New Zealand,6656.69,38783.67218516004,84.3,27.748103651666668,27.88561089,27.610596413333337,New Zealand,2643,26.0,5002100.0,0.009837306,37.26666633333333,708676.1834023333
OMN,Oman,530.1066666666667,31979.439861408504,75.39999999999999,26.139760925,25.97518664333333,26.304335206666668,Oman,202713,2148.0,5217053.0,0.010596262,28.633334,72126.17308266666
PAK,Pakistan,5492.416666666667,3964.0148138215663,40.800000000000004,23.565352645,22.95666774,24.174037549999998,Pakistan,864557,19106.0,224547359.0,0.022099179,22.46666666666667,7376020.283231666
PAN,Panama,121.98666666666666,22029.4304628431,62.63333333333333,26.607339483333334,25.910408293333333,27.304270673333335,Panama,367908,6277.0,4372724.0,0.017061331,28.433334000000002,34276.047764999996
PER,Peru,578.33,9898.58875057949,66.06666666666666,26.148616578333332,25.61308554,26.684147616666667,Peru,1853370,64373.0,33364023.0,0.034732946,27.5,197207.96319826084
PHL,Philippines,836.9966666666668,6090.916084593707,49.73333333333333,22.862941973333335,22.58134400333333,23.14453994333333,Philippines,1113547,18620.0,110826667.0,0.016721342,24.13333366666667,2078100.6287125
PNG,Papua New Guinea,47.6,3458.5262192384,36.13333333333333,25.101878026666668,24.878288513333334,25.32546754,Papua New Guinea,12086,121.0,9091473.0,0.010011584,21.733333666666667,3740.355256
POL,Poland,26053.516666666666,23652.168046583665,76.56666666666666,26.337027008333337,26.853049973333338,25.821004043333335,Poland,2838180,70336.0,37811050.0,0.024782079,39.866666,3887373.367887931
PRT,Portugal,10398.263333333334,31431.2192828882,82.03333333333335,25.883936946666665,26.28003596666667,25.487837926666668,Portugal,839740,16993.0,10171190.0,0.020236025,43.90000033333333,1003543.9657555172
PRY,Paraguay,51.72333333333333,10261.402154057463,58.800000000000004,26.205262394999995,26.028948326666665,26.38157646333333,Paraguay,299684,7209.0,7207388.0,0.024055338,24.899999666666663,24082402.362333212
PSE,West Bank and Gaza,171.24333333333334,5442.02385126464,69.39999999999999,28.543946566666666,27.625696813333334,29.46219632,Palestine,302249,3378.0,5202328.0,0.011176216,19.3,30703.5116
QAT,Qatar,583.6933333333333,93198.31127103447,81.93333333333334,29.04565559,28.301386100000002,29.78992508,Qatar,211389,512.0,2807805.0,0.002422075,31.666666000000003,617812.210784
ROU,Romania,8278.32,20382.178157328864,70.89999999999999,26.31007796,26.30427177333333,26.315884146666665,Romania,1066731,29034.0,19127428.0,0.027217733,41.23333366666667,725863.6371396552
RUS,Russian Federation,39729.25,23235.1051703514,67.7,26.210105921666667,25.673010200000004,26.74720164333333,Russia,4896842,113976.0,145988122.0,0.023275409,38.76666633333333,98113191.2163185
RWA,Rwanda,54.096666666666664,1514.923102432843,45.800000000000004,21.628058275,21.004425303333335,22.251691246666667,Rwanda,25714,338.0,13225276.0,0.01314459,19.599999666666665,4472239.6210940005
SAU,Saudi Arabia,4786.206666666667,45755.84248015677,76.86666666666667,28.4534324,27.680320183333333,29.22654461666667,Saudi Arabia,427370,7085.0,35276532.0,0.016578141,29.199999666666667,6124692.4618862495
SEN,Senegal,256.08,2786.761279883273,42.93333333333334,22.774624015,21.73151043,23.8177376,Senegal,40714,1120.0,17118966.0,0.027508965,18.366666666666667,6112657.4310099995
SGP,Singapore,9772.196666666667,78178.8897979947,83.76666666666667,23.68277172,24.1282783,23.23726514,Singapore,61403,31.0,5889708.0,0.000505,39.90000033333333,2738253.6575125996
SLV,El Salvador,19.406666666666666,7447.450870221451,62.06666666666667,27.16159041666667,26.504471130000002,27.818709703333337,El Salvador,70380,2158.0,6514231.0,0.03066212,25.866666666666664,16363.479223928573
SRB,Serbia,2953.5633333333335,14167.477805068635,72.63333333333334,25.939997883333334,26.388727713333335,25.491268053333332,Serbia,701326,6576.0,8707154.0,0.009376524,40.0,3814971.406192
SVK,Slovak Republic,3712.9133333333334,24800.885475252566,75.23333333333333,26.228810225,27.019086266666665,25.43853418333333,Slovakia,386136,12077.0,5461910.0,0.031276545,39.23333366666667,335008.2754221667
SVN,Slovenia,3010.1966666666667,32869.4425104496,83.83333333333333,26.273953835,26.250324813333332,26.297582856666665,Slovenia,246231,4299.0,2079183.0,0.017459215,43.0,365197.4670912069
SWE,Sweden,18368.78,48206.98821502284,88.73333333333333,25.874002141666665,26.541434446666667,25.20656983666667,Sweden,1007792,14173.0,10153172.0,0.014063418,40.866667666666665,18788840.80037111
SWZ,Eswatini,19.99,7438.284682940371,38.266666666666666,26.374490894999997,24.117996973333334,28.63098481666667,Eswatini,18482,671.0,1170433.0,0.036305595,20.366667,18827.504842
SYC,Seychelles,11.950000000000001,21647.60406586727,63.699999999999996,26.448630938333334,25.171765836666665,27.72549604,Seychelles,8172,28.0,98868.0,0.003426334,34.03333266666667,6545.67238375
TCD,Chad,8.59,1735.9782555453132,36.03333333333333,21.71008046333333,21.807329793333334,21.612831133333334,Chad,4882,171.0,16826134.0,0.035026628,16.13333366666667,1812525.28619
TGO,Togo,52.54,1286.0351770161499,42.06666666666666,23.096812606666663,22.31756468,23.876060533333334,Togo,13167,125.0,8443823.0,0.009493431,18.966666666666665,606926.472879
THA,Thailand,6388.860000000001,14343.8389668076,68.0,23.91700158,23.331094986666667,24.502908173333335,Thailand,86924,452.0,69950079.0,0.005199945,37.799999,11310920.574445
TJK,Tajikistan,43.21333333333333,2299.936040349417,55.23333333333333,25.422514315,25.31927868,25.52574995,Tajikistan,13308,90.0,9719991.0,0.006762849,22.333332666666667,14175.745577916665
TTO,Trinidad and Tobago,180.88666666666668,27515.01412473287,60.4,27.18294587,26.246971536666667,28.118920203333335,Trinidad and Tobago,13454,215.0,1403371.0,0.015980378,34.000001,22309.54137923077
TUN,Tunisia,3433.0466666666666,9718.731781200395,67.33333333333333,26.051203549999997,25.120533913333333,26.981873186666665,Tunisia,321837,11468.0,11924336.0,0.035632945,31.000000666666665,196860.411285
TUR,Turkey,25847.88333333333,21481.029874142834,73.03333333333333,27.66970818,26.795760613333332,28.54365574666667,Turkey,5044936,43311.0,85114793.0,0.008585044,29.933333,5124157.9347684
TZA,Tanzania,373.04333333333335,2026.9462561646133,48.46666666666667,22.865777756666663,22.204237746666667,23.527317766666666,Tanzania,509,21.0,61179224.0,0.041257367,17.400000333333335,37655151.281422004
UGA,Uganda,411.08666666666664,1798.47494512757,40.833333333333336,21.97141587,21.181169073333333,22.761662666666666,Uganda,42384,346.0,46966406.0,0.008163458,15.833333333333334,11824795.506401999
UKR,Ukraine,6392.8533333333335,11324.315476275302,69.2,26.434023285,26.617027246666666,26.251019323333335,Ukraine,2124535,46631.0,43508054.0,0.021948803,40.40000033333333,1720627.1035643334
URY,Uruguay,516.2033333333333,17236.986272190334,70.43333333333334,26.916093905,26.792788173333335,27.03939963666667,Uruguay,222870,3171.0,3484044.0,0.014228025,34.73333366666667,651180.1207641667
USA,United States,407792.9766666666,55754.69133242373,80.2,28.63864122166667,28.68341218,28.593870263333333,USA,33515308,596179.0,332664383.0,0.01778826,37.59999966666667,188773078.1009585
UZB,Uzbekistan,339.75333333333333,4714.485003983354,59.199999999999996,26.202551575,25.741842973333334,26.663260176666668,Uzbekistan,95072,664.0,33883283.0,0.00698418,26.333333333333332,38885316.40244301
VNM,Vietnam,1267.4199999999998,5153.145644470286,62.96666666666667,21.122598318333335,21.089572663333332,21.155623973333334,Vietnam,3507,35.0,98087634.0,0.00998004,30.499999333333335,1942310386.8351865
ZAF,South Africa,7913.303333333333,12242.429310223066,48.86666666666667,26.963272295,24.845454066666665,29.081090523333334,South Africa,1597724,54825.0,59947455.0,0.034314437,26.066665999999998,4263943.0458812
