country_code,year,haq_interpolated
DJI,2004,40.6
DJI,2005,40.9
DJI,2006,41.36
DJI,2007,41.82
DJI,2008,42.28
DJI,2009,42.74
DJI,2010,43.2
DJI,2011,43.5
DJI,2012,43.800000000000004
DJI,2013,44.1
DJI,2014,44.400000000000006
DJI,2015,44.7
DMA,1990,53.0
DMA,1991,53.32
DMA,1992,53.64
DMA,1993,53.96
DMA,1994,54.28
DMA,1995,54.6
DMA,1996,55.22
DMA,1997,55.84
DMA,1998,56.46
DMA,1999,57.080000000000005
DMA,2000,57.7
DMA,2001,57.96
DMA,2002,58.22
DMA,2003,58.480000000000004
DMA,2004,58.74
DMA,2005,59.0
DMA,2006,58.9
DMA,2007,58.8
DMA,2008,58.7
DMA,2009,58.6
DMA,2010,58.5
DMA,2011,58.42
DMA,2012,58.34
DMA,2013,58.26
DMA,2014,58.18
DMA,2015,58.1
DNK,1990,76.6
DNK,1991,76.72
DNK,1992,76.84
DNK,1993,76.96
DNK,1994,77.08
DNK,1995,77.2
DNK,1996,77.66
DNK,1997,78.12
DNK,1998,78.58
DNK,1999,79.04
DNK,2000,79.5
DNK,2001,79.98
DNK,2002,80.46000000000001
DNK,2003,80.94
DNK,2004,81.42
DNK,2005,81.9
DNK,2006,82.24000000000001
DNK,2007,82.58
DNK,2008,82.92
DNK,2009,83.25999999999999
DNK,2010,83.6
DNK,2011,84.02
DNK,2012,84.44
DNK,2013,84.86
DNK,2014,85.28
DNK,2015,85.7
DOM,1990,47.9
DOM,1991,48.76
DOM,1992,49.62
DOM,1993,50.480000000000004
DOM,1994,51.34
DOM,1995,52.2
DOM,1996,53.080000000000005
DOM,1997,53.96
DOM,1998,54.84
DOM,1999,55.72
DOM,2000,56.6
DOM,2001,57.0
DOM,2002,57.4
DOM,2003,57.800000000000004
DOM,2004,58.2
DOM,2005,58.6
DOM,2006,59.04
DOM,2007,59.48
DOM,2008,59.92
DOM,2009,60.36
DOM,2010,60.8
DOM,2011,61.14
DOM,2012,61.48
DOM,2013,61.82
DOM,2014,62.16
DOM,2015,62.5
DZA,1990,48.2
DZA,1991,49.080000000000005
DZA,1992,49.96
DZA,1993,50.84
DZA,1994,51.72
DZA,1995,52.6
DZA,1996,53.32
DZA,1997,54.04
DZA,1998,54.760000000000005
DZA,1999,55.480000000000004
DZA,2000,56.2
DZA,2001,56.88
DZA,2002,57.56
DZA,2003,58.24
DZA,2004,58.92
DZA,2005,59.6
DZA,2006,60.120000000000005
DZA,2007,60.64
DZA,2008,61.160000000000004
DZA,2009,61.68
DZA,2010,62.2
DZA,2011,62.5
DZA,2012,62.800000000000004
DZA,2013,63.1
DZA,2014,63.400000000000006
DZA,2015,63.7
ECU,1990,45.4
ECU,1991,46.06
ECU,1992,46.72
ECU,1993,47.38
ECU,1994,48.04
ECU,1995,48.7
ECU,1996,49.660000000000004
ECU,1997,50.620000000000005
ECU,1998,51.58
ECU,1999,52.54
ECU,2000,53.5
ECU,2001,54.02
ECU,2002,54.54
ECU,2003,55.06
ECU,2004,55.58
ECU,2005,56.1
ECU,2006,56.6
ECU,2007,57.1
ECU,2008,57.6
ECU,2009,58.1
ECU,2010,58.6
ECU,2011,59.120000000000005
ECU,2012,59.64
ECU,2013,60.160000000000004
ECU,2014,60.68
ECU,2015,61.2
EGY,1990,45.0
EGY,1991,45.86
EGY,1992,46.72
EGY,1993,47.58
EGY,1994,48.44
EGY,1995,49.3
EGY,1996,50.32
EGY,1997,51.339999999999996
EGY,1998,52.36
EGY,1999,53.379999999999995
EGY,2000,54.4
EGY,2001,54.9
EGY,2002,55.4
EGY,2003,55.9
EGY,2004,56.4
EGY,2005,56.9
EGY,2006,57.16
EGY,2007,57.42
EGY,2008,57.68
EGY,2009,57.940000000000005
EGY,2010,58.2
EGY,2011,58.760000000000005
EGY,2012,59.32
EGY,2013,59.88
EGY,2014,60.44
EGY,2015,61.0
ERI,1990,28.9
ERI,1991,30.18
ERI,1992,31.459999999999997
ERI,1993,32.739999999999995
ERI,1994,34.019999999999996
ERI,1995,35.3
ERI,1996,35.839999999999996
ERI,1997,36.379999999999995
ERI,1998,36.92
ERI,1999,37.46
ERI,2000,38.0
ERI,2001,38.16
ERI,2002,38.32
ERI,2003,38.48
ERI,2004,38.64
ERI,2005,38.8
ERI,2006,38.599999999999994
ERI,2007,38.4
ERI,2008,38.199999999999996
ERI,2009,38.0
ERI,2010,37.8
ERI,2011,37.86
ERI,2012,37.92
ERI,2013,37.98
ERI,2014,38.04
ERI,2015,38.1
ESP,1990,73.9
ESP,1991,74.74000000000001
ESP,1992,75.58
ESP,1993,76.42
ESP,1994,77.25999999999999
ESP,1995,78.1
ESP,1996,78.75999999999999
ESP,1997,79.42
ESP,1998,80.08
ESP,1999,80.74000000000001
ESP,2000,81.4
ESP,2001,81.94
ESP,2002,82.48
ESP,2003,83.02
ESP,2004,83.56
ESP,2005,84.1
ESP,2006,84.72
ESP,2007,85.34
ESP,2008,85.96
ESP,2009,86.58
ESP,2010,87.2
ESP,2011,87.68
ESP,2012,88.16
ESP,2013,88.64
ESP,2014,89.11999999999999
ESP,2015,89.6
EST,1990,65.8
EST,1991,65.14
EST,1992,64.48
EST,1993,63.82
EST,1994,63.16
EST,1995,62.5
EST,1996,63.480000000000004
EST,1997,64.46000000000001
EST,1998,65.44
EST,1999,66.42
EST,2000,67.4
EST,2001,68.2
EST,2002,69.0
EST,2003,69.80000000000001
EST,2004,70.60000000000001
EST,2005,71.4
EST,2006,72.62
EST,2007,73.84
EST,2008,75.06
EST,2009,76.28
EST,2010,77.5
EST,2011,78.28
EST,2012,79.06
EST,2013,79.84
EST,2014,80.62
EST,2015,81.4
ETH,1990,23.1
ETH,1991,23.84
ETH,1992,24.580000000000002
ETH,1993,25.32
ETH,1994,26.060000000000002
ETH,1995,26.8
ETH,1996,27.560000000000002
ETH,1997,28.32
ETH,1998,29.080000000000002
ETH,1999,29.84
ETH,2000,30.6
ETH,2001,31.46
ETH,2002,32.32
ETH,2003,33.18
ETH,2004,34.04
ETH,2005,34.9
ETH,2006,36.0
ETH,2007,37.1
ETH,2008,38.199999999999996
ETH,2009,39.3
ETH,2010,40.4
ETH,2011,41.16
ETH,2012,41.92
ETH,2013,42.68
ETH,2014,43.440000000000005
ETH,2015,44.2
FIN,1990,75.4
FIN,1991,76.08
FIN,1992,76.76
FIN,1993,77.44
FIN,1994,78.12
FIN,1995,78.8
FIN,1996,79.44
FIN,1997,80.08
FIN,1998,80.72
FIN,1999,81.36
FIN,2000,82.0
FIN,2001,82.5
FIN,2002,83.0
FIN,2003,83.5
FIN,2004,84.0
FIN,2005,84.5
FIN,2006,85.04
FIN,2007,85.58
FIN,2008,86.12
FIN,2009,86.66
FIN,2010,87.2
FIN,2011,87.68
FIN,2012,88.16
FIN,2013,88.64
FIN,2014,89.11999999999999
FIN,2015,89.6
FJI,1990,43.9
FJI,1991,43.94
FJI,1992,43.98
FJI,1993,44.02
FJI,1994,44.06
FJI,1995,44.1
FJI,1996,44.22
FJI,1997,44.34
FJI,1998,44.46
FJI,1999,44.580000000000005
FJI,2000,44.7
FJI,2001,44.760000000000005
FJI,2002,44.82
FJI,2003,44.88
FJI,2004,44.94
FJI,2005,45.0
FJI,2006,45.08
FJI,2007,45.16
FJI,2008,45.24
FJI,2009,45.32
FJI,2010,45.4
FJI,2011,45.64
FJI,2012,45.88
FJI,2013,46.12
FJI,2014,46.36
FJI,2015,46.6
FRA,1990,74.3
FRA,1991,74.94
FRA,1992,75.58
FRA,1993,76.22
FRA,1994,76.86
FRA,1995,77.5
FRA,1996,78.06
FRA,1997,78.62
FRA,1998,79.17999999999999
FRA,1999,79.74
FRA,2000,80.3
FRA,2001,81.08
FRA,2002,81.86
FRA,2003,82.64
FRA,2004,83.42
FRA,2005,84.2
FRA,2006,84.5
FRA,2007,84.8
FRA,2008,85.10000000000001
FRA,2009,85.4
FRA,2010,85.7
FRA,2011,86.14
FRA,2012,86.58
FRA,2013,87.02000000000001
FRA,2014,87.46000000000001
FRA,2015,87.9
FSM,1990,41.1
FSM,1991,41.6
FSM,1992,42.1
FSM,1993,42.6
FSM,1994,43.1
FSM,1995,43.6
FSM,1996,44.24
FSM,1997,44.88
FSM,1998,45.519999999999996
FSM,1999,46.16
FSM,2000,46.8
FSM,2001,47.4
FSM,2002,48.0
FSM,2003,48.599999999999994
FSM,2004,49.199999999999996
FSM,2005,49.8
FSM,2006,50.14
FSM,2007,50.48
FSM,2008,50.82
FSM,2009,51.16
FSM,2010,51.5
FSM,2011,51.96
FSM,2012,52.42
FSM,2013,52.879999999999995
FSM,2014,53.339999999999996
FSM,2015,53.8
GAB,1990,39.1
GAB,1991,39.300000000000004
GAB,1992,39.5
GAB,1993,39.7
GAB,1994,39.9
GAB,1995,40.1
GAB,1996,40.44
GAB,1997,40.78
GAB,1998,41.12
GAB,1999,41.46
GAB,2000,41.8
GAB,2001,42.26
GAB,2002,42.72
GAB,2003,43.18
GAB,2004,43.64
GAB,2005,44.1
GAB,2006,44.96
GAB,2007,45.82
GAB,2008,46.68
GAB,2009,47.54
GAB,2010,48.4
GAB,2011,49.0
GAB,2012,49.6
GAB,2013,50.199999999999996
GAB,2014,50.8
GAB,2015,51.4
GBR,1990,74.3
GBR,1991,74.75999999999999
GBR,1992,75.22
GBR,1993,75.67999999999999
GBR,1994,76.14
GBR,1995,76.6
GBR,1996,76.96
GBR,1997,77.32
GBR,1998,77.68
GBR,1999,78.04
GBR,2000,78.4
GBR,2001,78.84
GBR,2002,79.28
GBR,2003,79.72
GBR,2004,80.16
GBR,2005,80.6
GBR,2006,81.02
GBR,2007,81.44
GBR,2008,81.86
GBR,2009,82.28
GBR,2010,82.7
GBR,2011,83.08
GBR,2012,83.46
GBR,2013,83.84
GBR,2014,84.22
GBR,2015,84.6
GEO,1990,58.4
GEO,1991,58.76
GEO,1992,59.12
GEO,1993,59.480000000000004
GEO,1994,59.84
GEO,1995,60.2
GEO,1996,60.34
GEO,1997,60.480000000000004
GEO,1998,60.62
GEO,1999,60.76
GEO,2000,60.9
GEO,2001,60.86
GEO,2002,60.82
GEO,2003,60.78
GEO,2004,60.74
GEO,2005,60.7
GEO,2006,60.72
GEO,2007,60.74
GEO,2008,60.76
GEO,2009,60.78
GEO,2010,60.8
GEO,2011,61.059999999999995
GEO,2012,61.32
GEO,2013,61.58
GEO,2014,61.84
GEO,2015,62.1
GHA,1990,34.8
GHA,1991,35.54
GHA,1992,36.28
GHA,1993,37.019999999999996
GHA,1994,37.76
GHA,1995,38.5
GHA,1996,38.86
GHA,1997,39.22
GHA,1998,39.58
GHA,1999,39.94
GHA,2000,40.3
GHA,2001,41.08
GHA,2002,41.86
GHA,2003,42.64
GHA,2004,43.42
GHA,2005,44.2
GHA,2006,44.82
GHA,2007,45.44
GHA,2008,46.06
GHA,2009,46.68
GHA,2010,47.3
GHA,2011,47.78
GHA,2012,48.26
GHA,2013,48.74
GHA,2014,49.22
GHA,2015,49.7
GIN,1990,32.6
GIN,1991,32.800000000000004
GIN,1992,33.0
GIN,1993,33.2
GIN,1994,33.4
GIN,1995,33.6
GIN,1996,33.68
GIN,1997,33.76
GIN,1998,33.84
GIN,1999,33.92
GIN,2000,34.0
GIN,2001,34.6
GIN,2002,35.2
GIN,2003,35.8
GIN,2004,36.4
GIN,2005,37.0
GIN,2006,37.12
GIN,2007,37.24
GIN,2008,37.36
GIN,2009,37.480000000000004
GIN,2010,37.6
GIN,2011,37.800000000000004
GIN,2012,38.0
GIN,2013,38.2
GIN,2014,38.4
GIN,2015,38.6
GMB,1990,41.3
GMB,1991,41.519999999999996
GMB,1992,41.739999999999995
GMB,1993,41.96
GMB,1994,42.18
GMB,1995,42.4
GMB,1996,42.58
GMB,1997,42.76
GMB,1998,42.94
GMB,1999,43.12
GMB,2000,43.3
GMB,2001,43.76
GMB,2002,44.22
GMB,2003,44.68
GMB,2004,45.14
GMB,2005,45.6
GMB,2006,46.02
GMB,2007,46.440000000000005
GMB,2008,46.86
GMB,2009,47.28
GMB,2010,47.7
GMB,2011,48.1
GMB,2012,48.5
GMB,2013,48.900000000000006
GMB,2014,49.300000000000004
GMB,2015,49.7
GNB,1990,32.7
GNB,1991,32.78
GNB,1992,32.86
GNB,1993,32.940000000000005
GNB,1994,33.02
GNB,1995,33.1
GNB,1996,33.2
GNB,1997,33.300000000000004
GNB,1998,33.4
GNB,1999,33.5
GNB,2000,33.6
GNB,2001,33.54
GNB,2002,33.48
GNB,2003,33.42
GNB,2004,33.36
GNB,2005,33.3
GNB,2006,33.66
GNB,2007,34.019999999999996
GNB,2008,34.38
GNB,2009,34.74
GNB,2010,35.1
GNB,2011,35.34
GNB,2012,35.58
GNB,2013,35.82
GNB,2014,36.059999999999995
GNB,2015,36.3
GNQ,1990,26.1
GNQ,1991,26.380000000000003
GNQ,1992,26.66
GNQ,1993,26.94
GNQ,1994,27.22
GNQ,1995,27.5
GNQ,1996,29.08
GNQ,1997,30.66
GNQ,1998,32.24
GNQ,1999,33.82
GNQ,2000,35.4
GNQ,2001,36.9
GNQ,2002,38.4
GNQ,2003,39.9
GNQ,2004,41.4
GNQ,2005,42.9
GNQ,2006,43.44
GNQ,2007,43.98
GNQ,2008,44.52
GNQ,2009,45.06
GNQ,2010,45.6
GNQ,2011,46.160000000000004
GNQ,2012,46.72
GNQ,2013,47.28
GNQ,2014,47.839999999999996
GNQ,2015,48.4
GRC,1990,76.5
GRC,1991,77.1
GRC,1992,77.7
GRC,1993,78.3
GRC,1994,78.9
GRC,1995,79.5
GRC,1996,80.04
GRC,1997,80.58
GRC,1998,81.12
GRC,1999,81.66
GRC,2000,82.2
GRC,2001,82.64
GRC,2002,83.08
GRC,2003,83.52000000000001
GRC,2004,83.96000000000001
GRC,2005,84.4
GRC,2006,84.56
GRC,2007,84.72
GRC,2008,84.88000000000001
GRC,2009,85.04
GRC,2010,85.2
GRC,2011,85.56
GRC,2012,85.92
GRC,2013,86.28
GRC,2014,86.64
GRC,2015,87.0
GRD,1990,49.4
GRD,1991,50.08
GRD,1992,50.76
GRD,1993,51.44
GRD,1994,52.12
GRD,1995,52.8
GRD,1996,53.04
GRD,1997,53.28
GRD,1998,53.519999999999996
GRD,1999,53.76
GRD,2000,54.0
GRD,2001,54.22
GRD,2002,54.44
GRD,2003,54.660000000000004
GRD,2004,54.88
GRD,2005,55.1
GRD,2006,55.480000000000004
GRD,2007,55.86
GRD,2008,56.24
GRD,2009,56.62
GRD,2010,57.0
GRD,2011,57.26
GRD,2012,57.519999999999996
GRD,2013,57.78
GRD,2014,58.04
GRD,2015,58.3
GRL,1990,59.0
GRL,1991,59.66
GRL,1992,60.32
GRL,1993,60.98
GRL,1994,61.64
GRL,1995,62.3
GRL,1996,62.699999999999996
GRL,1997,63.099999999999994
GRL,1998,63.5
GRL,1999,63.9
GRL,2000,64.3
GRL,2001,64.6
GRL,2002,64.89999999999999
GRL,2003,65.2
GRL,2004,65.5
GRL,2005,65.8
GRL,2006,66.25999999999999
GRL,2007,66.72
GRL,2008,67.17999999999999
GRL,2009,67.64
GRL,2010,68.1
GRL,2011,68.67999999999999
GRL,2012,69.25999999999999
GRL,2013,69.84
GRL,2014,70.42
GRL,2015,71.0
GTM,1990,40.1
GTM,1991,40.96
GTM,1992,41.82
GTM,1993,42.68
GTM,1994,43.54
GTM,1995,44.4
GTM,1996,45.26
GTM,1997,46.12
GTM,1998,46.980000000000004
GTM,1999,47.84
GTM,2000,48.7
GTM,2001,49.22
GTM,2002,49.74
GTM,2003,50.26
GTM,2004,50.78
GTM,2005,51.3
GTM,2006,51.68
GTM,2007,52.06
GTM,2008,52.44
GTM,2009,52.82
GTM,2010,53.2
GTM,2011,53.7
GTM,2012,54.2
GTM,2013,54.7
GTM,2014,55.2
GTM,2015,55.7
GUM,1990,61.5
GUM,1991,61.92
GUM,1992,62.34
GUM,1993,62.76
GUM,1994,63.18
GUM,1995,63.6
GUM,1996,64.28
GUM,1997,64.96000000000001
GUM,1998,65.64
GUM,1999,66.32
GUM,2000,67.0
GUM,2001,66.88
GUM,2002,66.76
GUM,2003,66.64
GUM,2004,66.52000000000001
GUM,2005,66.4
GUM,2006,65.86
GUM,2007,65.32000000000001
GUM,2008,64.78
GUM,2009,64.24000000000001
GUM,2010,63.7
GUM,2011,63.64
GUM,2012,63.58
GUM,2013,63.52
GUM,2014,63.46
GUM,2015,63.4
GUY,1990,39.3
GUY,1991,39.699999999999996
GUY,1992,40.099999999999994
GUY,1993,40.5
GUY,1994,40.9
GUY,1995,41.3
GUY,1996,41.54
GUY,1997,41.78
GUY,1998,42.019999999999996
GUY,1999,42.26
GUY,2000,42.5
GUY,2001,42.94
GUY,2002,43.38
GUY,2003,43.82
GUY,2004,44.260000000000005
GUY,2005,44.7
GUY,2006,45.160000000000004
GUY,2007,45.620000000000005
GUY,2008,46.08
GUY,2009,46.54
GUY,2010,47.0
GUY,2011,47.56
GUY,2012,48.12
GUY,2013,48.68
GUY,2014,49.239999999999995
GUY,2015,49.8
HND,1990,42.3
HND,1991,42.98
HND,1992,43.66
HND,1993,44.34
HND,1994,45.02
HND,1995,45.7
HND,1996,46.080000000000005
HND,1997,46.46
HND,1998,46.84
HND,1999,47.22
HND,2000,47.6
HND,2001,47.980000000000004
HND,2002,48.36
HND,2003,48.74
HND,2004,49.12
HND,2005,49.5
HND,2006,49.96
HND,2007,50.42
HND,2008,50.879999999999995
HND,2009,51.339999999999996
HND,2010,51.8
HND,2011,52.22
HND,2012,52.64
HND,2013,53.059999999999995
HND,2014,53.48
HND,2015,53.9
HRV,1990,68.8
HRV,1991,69.12
HRV,1992,69.44
HRV,1993,69.76
HRV,1994,70.08
HRV,1995,70.4
HRV,1996,71.0
HRV,1997,71.60000000000001
HRV,1998,72.2
HRV,1999,72.80000000000001
HRV,2000,73.4
HRV,2001,74.08
HRV,2002,74.76
HRV,2003,75.44
HRV,2004,76.12
HRV,2005,76.8
HRV,2006,77.22
HRV,2007,77.64
HRV,2008,78.06
HRV,2009,78.48
HRV,2010,78.9
HRV,2011,79.44
HRV,2012,79.98
HRV,2013,80.52
HRV,2014,81.06
HRV,2015,81.6
HTI,1990,24.9
HTI,1991,25.759999999999998
HTI,1992,26.619999999999997
HTI,1993,27.48
HTI,1994,28.34
HTI,1995,29.2
HTI,1996,29.9
HTI,1997,30.6
HTI,1998,31.3
HTI,1999,32.0
HTI,2000,32.7
HTI,2001,33.120000000000005
HTI,2002,33.54
HTI,2003,33.96
HTI,2004,34.379999999999995
HTI,2005,34.8
HTI,2006,35.019999999999996
HTI,2007,35.239999999999995
HTI,2008,35.46
HTI,2009,35.68
HTI,2010,35.9
HTI,2011,36.42
HTI,2012,36.94
HTI,2013,37.46
HTI,2014,37.98
HTI,2015,38.5
HUN,1990,64.6
HUN,1991,65.11999999999999
HUN,1992,65.64
HUN,1993,66.16
HUN,1994,66.68
HUN,1995,67.2
HUN,1996,67.96000000000001
HUN,1997,68.72
HUN,1998,69.48
HUN,1999,70.24
HUN,2000,71.0
HUN,2001,71.54
HUN,2002,72.08
HUN,2003,72.62
HUN,2004,73.16
HUN,2005,73.7
HUN,2006,74.18
HUN,2007,74.66
HUN,2008,75.14
HUN,2009,75.61999999999999
HUN,2010,76.1
HUN,2011,76.8
HUN,2012,77.5
HUN,2013,78.19999999999999
HUN,2014,78.89999999999999
HUN,2015,79.6
IDN,1990,37.2
IDN,1991,37.7
IDN,1992,38.2
IDN,1993,38.7
IDN,1994,39.2
IDN,1995,39.7
IDN,1996,40.02
IDN,1997,40.34
IDN,1998,40.66
IDN,1999,40.98
IDN,2000,41.3
IDN,2001,41.8
IDN,2002,42.3
IDN,2003,42.8
IDN,2004,43.3
IDN,2005,43.8
IDN,2006,44.4
IDN,2007,45.0
IDN,2008,45.599999999999994
IDN,2009,46.199999999999996
IDN,2010,46.8
IDN,2011,47.28
IDN,2012,47.76
IDN,2013,48.24
IDN,2014,48.72
IDN,2015,49.2
IND,1990,30.7
IND,1991,31.18
IND,1992,31.66
IND,1993,32.14
IND,1994,32.620000000000005
IND,1995,33.1
IND,1996,33.54
IND,1997,33.98
IND,1998,34.42
IND,1999,34.86
IND,2000,35.3
IND,2001,35.879999999999995
IND,2002,36.46
IND,2003,37.04
IND,2004,37.620000000000005
IND,2005,38.2
IND,2006,38.800000000000004
IND,2007,39.400000000000006
IND,2008,40.0
IND,2009,40.6
IND,2010,41.2
IND,2011,41.92
IND,2012,42.64
IND,2013,43.36
IND,2014,44.08
IND,2015,44.8
IRL,1990,75.6
IRL,1991,76.16
IRL,1992,76.72
IRL,1993,77.28
IRL,1994,77.84
IRL,1995,78.4
IRL,1996,78.64
IRL,1997,78.88
IRL,1998,79.12
IRL,1999,79.36
IRL,2000,79.6
IRL,2001,80.38
IRL,2002,81.16
IRL,2003,81.94
IRL,2004,82.72
IRL,2005,83.5
IRL,2006,84.0
IRL,2007,84.5
IRL,2008,85.0
IRL,2009,85.5
IRL,2010,86.0
IRL,2011,86.48
IRL,2012,86.96000000000001
IRL,2013,87.44
IRL,2014,87.92
IRL,2015,88.4
IRN,1990,54.6
IRN,1991,55.6
IRN,1992,56.6
IRN,1993,57.6
IRN,1994,58.6
IRN,1995,59.6
IRN,1996,60.38
IRN,1997,61.160000000000004
IRN,1998,61.94
IRN,1999,62.72
IRN,2000,63.5
IRN,2001,63.94
IRN,2002,64.38
IRN,2003,64.82000000000001
IRN,2004,65.26
IRN,2005,65.7
IRN,2006,66.34
IRN,2007,66.98
IRN,2008,67.62
IRN,2009,68.26
IRN,2010,68.9
IRN,2011,69.34
IRN,2012,69.78
IRN,2013,70.22
IRN,2014,70.66
IRN,2015,71.1
IRQ,1990,51.1
IRQ,1991,51.02
IRQ,1992,50.940000000000005
IRQ,1993,50.86
IRQ,1994,50.78
IRQ,1995,50.7
IRQ,1996,50.92
IRQ,1997,51.14
IRQ,1998,51.36
IRQ,1999,51.58
IRQ,2000,51.8
IRQ,2001,52.32
IRQ,2002,52.839999999999996
IRQ,2003,53.36
IRQ,2004,53.879999999999995
IRQ,2005,54.4
IRQ,2006,54.96
IRQ,2007,55.52
IRQ,2008,56.08
IRQ,2009,56.64
IRQ,2010,57.2
IRQ,2011,57.78
IRQ,2012,58.36
IRQ,2013,58.940000000000005
IRQ,2014,59.52
IRQ,2015,60.1
ISL,1990,81.9
ISL,1991,82.36
ISL,1992,82.82000000000001
ISL,1993,83.28
ISL,1994,83.74000000000001
ISL,1995,84.2
ISL,1996,84.78
ISL,1997,85.36
ISL,1998,85.94
ISL,1999,86.52
ISL,2000,87.1
ISL,2001,87.64
ISL,2002,88.17999999999999
ISL,2003,88.72
ISL,2004,89.25999999999999
ISL,2005,89.8
ISL,2006,90.25999999999999
ISL,2007,90.72
ISL,2008,91.17999999999999
ISL,2009,91.64
ISL,2010,92.1
ISL,2011,92.39999999999999
ISL,2012,92.69999999999999
ISL,2013,93.0
ISL,2014,93.3
ISL,2015,93.6
ISR,1990,71.3
ISR,1991,71.89999999999999
ISR,1992,72.5
ISR,1993,73.1
ISR,1994,73.7
ISR,1995,74.3
ISR,1996,74.94
ISR,1997,75.58
ISR,1998,76.22
ISR,1999,76.86
ISR,2000,77.5
ISR,2001,78.06
ISR,2002,78.62
ISR,2003,79.17999999999999
ISR,2004,79.74
ISR,2005,80.3
ISR,2006,80.98
ISR,2007,81.66
ISR,2008,82.34
ISR,2009,83.02
ISR,2010,83.7
ISR,2011,84.06
ISR,2012,84.42
ISR,2013,84.78
ISR,2014,85.14
ISR,2015,85.5
ITA,1990,76.2
ITA,1991,76.78
ITA,1992,77.36
ITA,1993,77.94
ITA,1994,78.52
ITA,1995,79.1
ITA,1996,79.78
ITA,1997,80.46
ITA,1998,81.14
ITA,1999,81.82
ITA,2000,82.5
ITA,2001,83.1
ITA,2002,83.7
ITA,2003,84.3
ITA,2004,84.9
ITA,2005,85.5
ITA,2006,85.9
ITA,2007,86.3
ITA,2008,86.7
ITA,2009,87.1
ITA,2010,87.5
ITA,2011,87.74
ITA,2012,87.98
ITA,2013,88.22
ITA,2014,88.46000000000001
ITA,2015,88.7
JAM,1990,55.0
JAM,1991,55.6
JAM,1992,56.2
JAM,1993,56.8
JAM,1994,57.4
JAM,1995,58.0
JAM,1996,58.3
JAM,1997,58.6
JAM,1998,58.9
JAM,1999,59.2
JAM,2000,59.5
JAM,2001,60.04
JAM,2002,60.58
JAM,2003,61.120000000000005
JAM,2004,61.660000000000004
JAM,2005,62.2
JAM,2006,62.34
JAM,2007,62.480000000000004
JAM,2008,62.62
JAM,2009,62.76
JAM,2010,62.9
JAM,2011,63.06
JAM,2012,63.22
JAM,2013,63.38
JAM,2014,63.54
JAM,2015,63.7
JOR,1990,59.1
JOR,1991,59.68
JOR,1992,60.26
JOR,1993,60.84
JOR,1994,61.42
JOR,1995,62.0
JOR,1996,62.6
JOR,1997,63.2
JOR,1998,63.8
JOR,1999,64.4
JOR,2000,65.0
JOR,2001,65.68
JOR,2002,66.36
JOR,2003,67.04
JOR,2004,67.72
JOR,2005,68.4
JOR,2006,69.58
JOR,2007,70.76
JOR,2008,71.94
JOR,2009,73.12
JOR,2010,74.3
JOR,2011,74.74
JOR,2012,75.17999999999999
JOR,2013,75.62
JOR,2014,76.06
JOR,2015,76.5
JPN,1990,78.3
JPN,1991,78.78
JPN,1992,79.26
JPN,1993,79.74
JPN,1994,80.22
JPN,1995,80.7
JPN,1996,81.14
JPN,1997,81.58
JPN,1998,82.02000000000001
JPN,1999,82.46000000000001
JPN,2000,82.9
JPN,2001,83.44
JPN,2002,83.98
JPN,2003,84.52
JPN,2004,85.06
JPN,2005,85.6
JPN,2006,86.03999999999999
JPN,2007,86.47999999999999
JPN,2008,86.92
JPN,2009,87.36
JPN,2010,87.8
JPN,2011,88.03999999999999
JPN,2012,88.28
JPN,2013,88.52
JPN,2014,88.76
JPN,2015,89.0
KAZ,1990,55.1
KAZ,1991,54.06
KAZ,1992,53.02
KAZ,1993,51.98
KAZ,1994,50.94
KAZ,1995,49.9
KAZ,1996,50.18
KAZ,1997,50.46
KAZ,1998,50.739999999999995
KAZ,1999,51.019999999999996
KAZ,2000,51.3
KAZ,2001,51.419999999999995
KAZ,2002,51.54
KAZ,2003,51.66
KAZ,2004,51.78
KAZ,2005,51.9
KAZ,2006,53.1
KAZ,2007,54.3
KAZ,2008,55.5
KAZ,2009,56.699999999999996
KAZ,2010,57.9
KAZ,2011,58.54
KAZ,2012,59.18
KAZ,2013,59.82
KAZ,2014,60.46
KAZ,2015,61.1
KEN,1990,42.6
KEN,1991,42.54
KEN,1992,42.48
KEN,1993,42.42
KEN,1994,42.36
KEN,1995,42.3
KEN,1996,42.64
KEN,1997,42.98
KEN,1998,43.32
KEN,1999,43.66
KEN,2000,44.0
KEN,2001,44.48
KEN,2002,44.96
KEN,2003,45.44
KEN,2004,45.92
KEN,2005,46.4
KEN,2006,46.62
KEN,2007,46.839999999999996
KEN,2008,47.06
KEN,2009,47.28
KEN,2010,47.5
KEN,2011,47.74
KEN,2012,47.980000000000004
KEN,2013,48.22
KEN,2014,48.46
KEN,2015,48.7
KGZ,1990,52.5
KGZ,1991,52.34
KGZ,1992,52.18
KGZ,1993,52.02
KGZ,1994,51.86
KGZ,1995,51.7
KGZ,1996,51.84
KGZ,1997,51.980000000000004
KGZ,1998,52.12
KGZ,1999,52.26
KGZ,2000,52.4
KGZ,2001,52.839999999999996
KGZ,2002,53.28
KGZ,2003,53.72
KGZ,2004,54.160000000000004
KGZ,2005,54.6
KGZ,2006,55.22
KGZ,2007,55.84
KGZ,2008,56.46
KGZ,2009,57.080000000000005
KGZ,2010,57.7
KGZ,2011,58.24
KGZ,2012,58.78
KGZ,2013,59.32
KGZ,2014,59.86
